codigo_municipio,municipio,populacao_total,populacao_grupo4_80mais,populacao_grupo5_7079,populacao_grupo6_6069,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1_saude,aplicadas_dose1_grupo2_institucionalizados,aplicadas_dose1_grupo3_indigenasaldeados,aplicadas_dose1_grupo4_80mais,aplicadas_dose1_grupo5_7079,aplicadas_dose1_grupo6_6069,aplicadas_dose1_grupo7_situacaoderua,aplicadas_dose1_grupo8_quilombolas,aplicadas_dose1_grupo9_seguranca,aplicadas_dose1_grupo10_downautismo,aplicadas_dose1_grupo12_puerperascomorbidade,aplicadas_dose1_grupo13_gestantecomorbidade,aplicadas_dose1_grupo14_deficiente,aplicadas_dose1_grupo15_comorbidade,aplicadas_dose1_grupo16_educacao,aplicadas_dose1_grupo17_sistemaprisional,aplicadas_dose1_grupo18_privadosliberdade,aplicadas_dose1_grupo19_transporteaereo,aplicadas_dose1_grupo20_limpezaurbana,aplicadas_dose1_grupo21_transportecoletivo,aplicadas_dose1_grupo22_caminhoneiros,aplicadas_dose1_grupo23_5559,aplicadas_dose1_grupo24_educacaosuperior,aplicadas_dose1_grupo25_zonaportuaria,aplicadas_dose1_grupo26_industriaiscivil,aplicadas_dose1_grupo27_5054,aplicadas_dose1_grupo28_4549,aplicadas_dose2_grupo1_saude,aplicadas_dose2_grupo2_institucionalizados,aplicadas_dose2_grupo3_indigenasaldeados,aplicadas_dose2_grupo4_80mais,aplicadas_dose2_grupo5_7079,aplicadas_dose2_grupo6_6069,aplicadas_dose2_grupo7_situacaoderua,aplicadas_dose2_grupo8_quilombolas,aplicadas_dose2_grupo9_seguranca,aplicadas_dose2_grupo10_downautismo,aplicadas_dose2_grupo12_puerperascomorbidade,aplicadas_dose2_grupo13_gestantecomorbidade,aplicadas_dose2_grupo14_deficiente,aplicadas_dose2_grupo15_comorbidade,aplicadas_dose2_grupo16_educacao,aplicadas_dose2_grupo17_sistemaprisional,aplicadas_dose2_grupo18_privadosliberdade,aplicadas_dose2_grupo19_transporteaereo,aplicadas_dose2_grupo20_limpezaurbana,aplicadas_dose2_grupo21_transportecoletivo,aplicadas_dose2_grupo22_caminhoneiros,aplicadas_dose2_grupo23_5559,aplicadas_dose2_grupo24_educacaosuperior,aplicadas_dose2_grupo25_zonaportuaria,aplicadas_dose2_grupo26_industriaiscivil,aplicadas_dose2_grupo27_5054,aplicadas_dose2_grupo28_4549
280120,Canindé de São Francisco,30402,278,703,1214,5671,1975,5607,1895,474,0,0,343,812,1243,0,412,75,13,5,14,101,1240,384,0,0,0,56,0,29,201,4,0,201,0,0,358,0,0,333,769,390,0,0,37,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280130,Capela,34514,564,1121,2006,8836,3563,7236,2229,763,0,0,562,1103,1767,0,587,45,17,4,5,44,1768,381,0,0,0,93,4,18,66,0,0,9,0,0,607,0,0,424,864,320,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280140,Carira,22239,450,956,1559,5834,2812,5450,2702,325,0,0,510,963,1690,0,0,17,19,0,0,62,1397,317,0,0,0,20,0,46,84,0,0,0,0,0,280,0,0,489,959,949,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280150,Carmópolis,16937,117,294,770,3071,1081,2745,727,330,0,0,144,328,754,0,0,122,10,1,1,24,630,233,0,0,0,84,2,15,67,0,0,0,0,0,254,0,0,85,150,200,0,0,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280160,Cedro de São João,5913,140,291,399,1813,839,1570,836,154,0,0,117,309,368,0,0,9,7,0,1,12,364,122,0,0,0,14,0,0,90,0,0,0,3,0,131,0,0,138,306,249,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280170,Cristinápolis,18029,202,496,876,3992,2037,2926,1495,334,0,0,293,491,778,0,0,12,6,1,1,50,771,159,0,0,0,10,15,0,5,0,0,0,0,0,303,0,0,169,457,555,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280190,Cumbe,3998,94,198,262,1397,534,1098,505,82,0,0,98,198,248,0,189,8,0,1,0,29,124,63,0,0,0,6,8,7,37,0,0,0,0,0,70,0,0,84,198,145,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280200,Divina Pastora,5215,69,155,317,1314,500,1106,441,140,0,0,78,150,245,0,0,13,1,0,2,34,161,155,0,0,0,29,8,4,80,0,0,0,6,0,116,0,0,32,146,137,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280210,Estância,69556,1093,2308,4544,19295,8448,15877,5481,2077,33,0,1280,2056,4144,1,261,292,28,34,93,97,3653,909,56,54,0,0,403,44,247,112,3,0,0,0,1448,33,0,1218,1777,716,0,206,59,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280220,Feira Nova,5601,100,217,383,1442,623,1196,559,83,0,0,108,210,341,0,0,8,2,0,1,37,197,106,0,0,0,15,0,34,51,0,0,3,0,0,78,0,0,106,207,160,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280230,Frei Paulo,15556,294,608,994,4009,1675,4097,1582,237,0,0,307,595,1007,0,183,14,3,3,7,152,605,258,0,0,0,58,10,89,390,0,0,0,179,0,207,0,0,293,574,499,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280240,Gararu,11601,203,448,701,2900,1368,2105,1188,148,4,0,257,516,701,0,0,15,6,0,0,7,188,202,0,0,0,8,2,0,51,0,0,0,0,0,132,4,0,248,505,283,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280250,General Maynard,3384,47,109,207,887,391,895,375,110,0,0,52,106,209,0,0,26,2,0,0,59,148,76,0,0,0,33,0,0,74,0,0,0,0,0,98,0,0,50,106,116,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280260,Gracho Cardoso,5824,150,281,469,1741,823,1480,792,122,0,0,172,286,474,0,0,13,5,0,3,47,339,19,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,172,280,236,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280270,Ilha das Flores,8521,170,275,452,2358,792,1935,725,135,0,0,188,277,510,0,313,13,5,1,3,52,282,141,0,0,0,0,5,1,9,0,0,0,0,0,110,0,0,155,266,185,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280280,Indiaroba,18149,221,453,850,3658,1452,2636,1205,250,0,0,281,449,754,0,117,52,10,0,0,0,278,357,1,0,0,28,1,0,58,0,0,0,0,0,227,0,0,191,414,335,0,0,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280290,Itabaiana,96142,1449,3289,6024,25132,9951,25083,7637,3045,227,0,1952,3420,6217,19,0,239,66,5,16,129,4354,1082,0,0,0,240,68,1682,1595,727,0,0,0,0,1926,156,0,1681,2881,830,0,0,118,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280300,Itabaianinha,42166,630,1353,2494,9811,3851,9274,3541,804,0,0,695,1419,2205,0,0,68,20,4,5,231,2392,538,0,0,0,18,54,103,193,1,0,524,0,0,538,0,0,474,1311,1194,0,0,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280310,Itabi,4886,115,264,446,1632,703,1308,668,106,0,0,105,284,400,0,0,6,4,0,0,56,255,88,0,0,0,0,0,1,3,0,0,0,0,0,91,0,0,105,280,185,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,7541,3716,7003,3188,680,0,0,470,1389,1762,0,0,58,18,5,10,128,1777,475,0,0,0,24,42,26,97,0,0,42,0,0,583,0,0,459,1174,937,0,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280330,Japaratuba,18907,302,670,1215,5193,2250,4198,1925,306,0,0,298,704,1083,0,317,35,9,1,13,102,629,332,0,0,0,72,0,6,273,0,0,18,0,0,264,0,0,294,651,409,0,301,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280340,Japoatã,13429,208,477,734,3916,1395,2891,1188,219,0,0,257,499,771,0,524,27,13,0,0,73,395,93,0,0,0,20,0,0,0,0,0,0,0,0,209,0,0,107,467,361,0,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280350,Lagarto,105221,1941,4108,7217,32198,13240,26316,10512,3988,48,0,2030,4163,6823,9,661,183,69,8,19,603,4026,1604,0,0,0,103,156,651,835,223,0,114,0,0,3038,46,0,1360,3706,2301,0,0,18,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280360,Laranjeiras,30080,269,727,1448,8996,2515,7549,2193,607,0,0,295,713,1257,0,1995,103,23,2,8,61,1444,528,0,0,0,0,34,2,255,0,0,5,217,0,432,0,0,198,706,837,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280370,Macambira,6961,178,337,535,1980,935,1810,905,108,0,0,186,319,510,0,0,11,5,1,5,20,407,93,0,0,0,13,20,20,92,0,0,0,0,0,99,0,0,254,328,212,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280380,Malhada dos Bois,3699,55,111,180,856,547,797,360,106,0,0,76,125,212,0,0,18,6,0,0,7,189,58,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,60,119,71,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280390,Malhador,12653,203,468,914,3295,1316,2813,1157,158,0,0,222,496,826,0,0,11,10,1,4,66,423,261,0,0,0,31,40,154,110,0,0,0,0,0,136,0,0,220,451,330,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280400,Maruim,17271,179,453,898,3488,1561,3105,1280,276,0,0,242,531,997,1,0,52,4,1,5,133,595,266,0,0,0,0,1,1,0,0,0,0,0,0,253,0,0,222,489,284,0,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280410,Moita Bonita,11348,318,611,904,3523,1945,3153,1634,168,0,0,322,607,886,0,0,11,10,1,4,152,830,140,0,0,0,17,5,0,0,0,0,0,0,0,131,0,0,322,582,582,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,3134,1578,2266,1337,210,0,0,212,439,762,0,0,12,6,4,8,33,173,239,0,0,0,0,0,0,168,0,0,0,0,0,187,0,0,111,433,600,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280430,Muribeca,7639,120,263,500,1916,1021,1608,817,119,0,0,127,284,500,0,0,13,3,0,1,2,486,70,0,0,0,0,2,1,0,0,0,0,0,0,99,0,0,114,269,321,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280440,Neópolis,18703,361,698,1274,5109,2366,3654,1775,433,0,0,408,682,1136,0,0,36,11,0,0,8,598,268,0,0,0,0,0,2,72,0,0,0,0,0,395,0,0,215,568,566,0,0,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280445,Nossa Senhora Aparecida,8809,170,416,645,2604,1364,2556,1329,145,0,0,220,446,646,0,126,8,5,0,0,85,285,161,0,0,0,18,14,49,210,0,0,0,138,0,138,0,0,217,441,395,0,126,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,9464,3881,7351,2964,869,20,0,689,1343,1869,0,0,70,10,1,7,267,996,609,17,218,0,60,0,0,306,0,0,0,0,0,752,19,0,649,1222,266,0,0,51,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,6959,3079,5595,2597,646,0,0,546,1053,1717,0,0,63,24,7,49,44,875,407,0,0,0,155,1,8,0,0,0,0,0,0,523,0,0,407,926,699,0,0,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,1868,891,1619,737,139,0,0,132,303,457,0,0,14,3,0,0,55,277,160,0,0,0,0,0,7,72,0,0,0,0,0,114,0,0,114,275,227,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,39052,15885,32461,12751,2663,36,0,1477,3861,8576,0,2,452,81,17,16,390,8929,2151,64,443,0,450,0,93,2745,0,0,0,15,0,1856,36,0,1339,3534,5816,0,0,111,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280490,Pacatuba,14540,230,455,822,3204,1349,3096,1262,198,0,0,229,455,800,0,0,8,12,4,9,168,955,193,0,0,0,0,0,6,59,0,0,0,0,0,175,0,0,209,436,423,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280500,Pedra Mole,3285,65,121,245,896,379,898,344,75,0,0,68,146,216,0,0,7,1,0,0,44,267,55,0,0,0,0,1,1,17,0,0,0,0,0,53,0,0,68,139,78,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280510,Pedrinhas,9665,156,335,604,2269,1053,1782,859,158,0,0,188,398,540,0,0,12,9,0,2,11,359,104,0,0,0,0,1,0,0,0,0,0,0,0,131,0,0,60,384,268,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280520,Pinhão,6627,134,336,524,1875,931,1685,883,94,0,0,127,319,479,0,0,10,7,0,3,47,105,102,0,0,0,14,16,7,193,0,0,0,162,0,84,0,0,125,315,345,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280530,Pirambu,9359,130,267,522,2571,986,2629,843,167,0,0,157,264,516,0,302,27,3,0,30,20,527,217,0,0,0,60,37,6,296,0,0,0,0,0,155,0,0,152,252,259,0,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280540,Poço Redondo,35122,399,1056,1672,7638,3126,6860,3283,451,0,0,535,1108,1358,0,316,37,18,10,3,48,2022,370,0,0,0,16,2,46,343,0,0,2,166,9,375,0,0,475,1135,1268,0,0,11,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280550,Poço Verde,23867,576,1241,1828,7005,3541,5874,2886,397,0,0,546,1108,1778,0,140,16,9,0,1,301,700,361,0,0,0,32,41,18,420,5,0,0,1,0,391,0,0,397,1112,974,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280560,Porto da Folha,28693,477,1002,1660,7406,3237,6653,3093,477,0,260,501,1057,1637,2,408,48,11,1,6,160,770,501,0,0,0,8,16,2,664,5,0,0,119,0,401,0,260,495,1022,889,0,0,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280570,Propriá,29692,524,990,1914,8221,3343,7809,2722,1111,21,0,580,999,1755,0,14,156,21,2,18,48,1571,470,0,0,0,49,8,23,516,193,0,105,149,0,895,21,0,456,932,353,0,0,56,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280580,Riachão do Dantas,19809,386,781,1181,5167,2313,4746,2074,324,0,0,466,874,1187,0,231,25,5,0,5,135,1182,227,0,0,0,23,29,0,32,0,0,1,0,0,301,0,0,336,845,582,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280590,Riachuelo,10284,116,275,517,2431,1000,2018,921,229,0,0,133,253,509,0,171,17,7,0,2,4,291,176,0,0,0,40,3,0,77,0,0,0,106,0,203,0,0,122,240,336,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280600,Ribeirópolis,18773,438,892,1340,5258,2443,5175,2305,411,49,0,414,841,1247,0,0,37,15,1,0,149,1003,343,0,0,0,35,55,111,411,0,0,53,0,0,348,49,0,410,839,630,0,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280610,Rosário do Catete,11008,97,240,544,2455,984,2197,891,308,0,0,130,335,453,0,0,44,10,0,3,26,562,114,0,0,0,30,0,0,182,0,0,0,0,0,268,0,0,123,288,200,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280620,Salgado,20025,352,780,1250,5322,2277,4741,2373,300,0,0,411,841,1265,0,0,13,11,1,0,163,898,364,0,0,0,26,26,56,347,0,0,16,2,1,265,0,0,406,840,847,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280630,Santa Luzia do Itanhy,14121,156,374,758,5270,1016,3948,683,185,0,0,187,391,727,0,1898,11,11,0,1,57,323,157,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,112,273,137,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280650,Santa Rosa de Lima,3923,88,163,403,1238,547,1047,515,104,0,0,93,175,241,0,0,18,3,0,0,12,140,128,0,0,0,4,3,7,60,0,0,0,59,0,95,0,0,91,170,151,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280640,Santana do São Francisco,7844,111,218,472,1517,612,1508,571,126,0,0,137,259,363,0,0,7,3,1,2,51,353,102,0,0,0,10,10,0,84,0,0,0,0,0,97,0,0,101,236,128,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,2770,1654,2239,1300,175,0,0,236,420,788,0,0,27,10,0,0,0,411,172,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,231,391,480,0,0,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280670,São Cristóvão,91093,989,2400,5663,27122,7432,19575,6584,1514,27,0,1078,2217,5063,2,30,250,49,8,13,321,4884,1223,75,867,0,96,91,0,868,678,0,0,221,0,1157,26,0,669,2149,2525,0,0,40,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280680,São Domingos,11207,218,488,817,2945,1347,2731,1259,198,0,0,192,480,764,0,0,19,15,1,0,169,340,218,0,0,0,24,24,86,196,4,0,0,1,0,152,0,0,191,476,419,0,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280690,São Francisco,3781,64,138,246,931,419,784,410,105,0,0,62,114,247,0,0,11,1,0,1,19,157,62,0,0,0,0,4,1,0,0,0,0,0,0,75,0,0,47,114,162,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280700,São Miguel do Aleixo,3947,83,169,283,1176,599,994,513,91,0,0,95,184,290,0,0,15,2,0,0,38,162,50,0,0,0,23,2,0,42,0,0,0,0,0,90,0,0,94,184,135,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280710,Simão Dias,40606,914,1749,2657,11323,5390,9875,4456,931,12,0,1134,1850,2601,0,254,91,23,4,12,95,768,645,0,0,0,60,39,117,464,0,0,775,0,0,769,12,0,727,1669,1226,0,0,38,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280720,Siriri,8970,154,316,533,2292,973,1898,912,170,0,0,162,305,476,0,168,10,1,0,2,61,277,160,0,0,0,26,2,7,70,0,0,1,0,0,135,0,0,157,298,310,0,0,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280730,Telha,3249,49,100,178,822,369,825,367,93,0,0,59,102,183,0,0,12,4,0,0,11,277,58,0,0,0,11,0,2,13,0,0,0,0,0,83,0,0,59,101,114,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280740,Tobias Barreto,52530,1046,2188,3513,15263,6538,12813,5763,1560,33,0,1315,2105,3166,0,0,105,35,1,9,196,2259,911,82,0,0,32,144,43,568,82,0,167,0,0,974,33,0,888,2054,1675,0,0,105,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280750,Tomar do Geru,13535,208,446,760,3069,1336,2224,1093,207,0,0,206,450,718,0,0,14,1,0,2,59,288,159,0,0,0,17,3,5,85,0,0,10,0,0,146,0,0,177,394,367,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280760,Umbaúba,25550,308,725,1482,6386,2238,4942,1926,466,0,0,370,723,1402,0,0,26,24,2,12,199,857,537,0,0,0,49,50,57,43,4,0,121,0,0,426,0,0,133,670,659,0,0,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
