codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6
280670,São Cristóvão,91093,989,2400,5663,6452,1512,4123,713,1137,26,0,1037,1636,287,533,25,0,155,0,0
280680,São Domingos,11207,218,488,817,1106,416,910,301,133,0,0,191,461,125,110,0,0,191,0,0
280690,São Francisco,3781,64,138,246,349,109,224,67,60,0,0,60,64,40,49,0,0,13,5,0
280700,São Miguel do Aleixo,3947,83,169,283,439,209,365,148,89,0,0,93,181,2,89,0,0,59,0,0
280710,Simão Dias,40606,914,1749,2657,4300,1050,3449,524,687,12,0,1098,1650,2,339,12,0,173,0,0
280720,Siriri,8970,154,316,533,803,323,646,298,127,0,0,158,278,83,111,0,0,148,39,0
280730,Telha,3249,49,100,178,309,129,237,85,81,0,0,59,97,0,71,0,0,14,0,0
280740,Tobias Barreto,52530,1046,2188,3513,5388,1308,4709,876,941,33,0,1276,1951,508,489,33,0,314,40,0
280750,Tomar do Geru,13535,208,446,760,1066,316,704,173,155,0,0,191,301,57,116,0,0,51,6,0
280760,Umbaúba,25550,308,725,1482,1908,648,1534,415,363,0,0,357,627,187,352,0,0,63,0,0
