codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose1_grupo7,aplicadas_dose1_grupo8,aplicadas_dose1_grupo9,aplicadas_dose1_grupo10,aplicadas_dose1_grupo11,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6,aplicadas_dose2_grupo7,aplicadas_dose2_grupo8,aplicadas_dose2_grupo9,aplicadas_dose2_grupo10,aplicadas_dose2_grupo11
280290,Itabaiana,96142,1449,3289,6024,12067,8117,11424,6359,2042,227,0,1942,3362,3675,0,0,125,51,0,1107,154,0,1657,2742,699,0,0,0,0,0
280300,Itabaianinha,42166,630,1353,2494,4271,2971,4203,2190,567,0,0,670,1200,1733,0,0,16,17,0,304,0,0,244,1148,494,0,0,0,0,0
280310,Itabi,4886,115,264,446,813,613,723,502,91,0,0,104,275,246,0,0,3,4,0,87,0,0,102,245,68,0,0,0,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,3486,2396,3355,1956,548,0,0,460,1229,1084,0,0,21,13,0,513,0,0,232,964,247,0,0,0,0,0
280330,Japaratuba,18907,302,670,1215,2790,1690,2149,1131,266,0,0,298,690,553,0,315,18,9,0,258,0,0,286,464,123,0,0,0,0,0
280340,Japoatã,13429,208,477,734,2165,1025,1956,709,212,0,0,256,493,449,0,524,9,13,0,198,0,0,83,376,52,0,0,0,0,0
280350,Lagarto,105221,1941,4108,7217,16790,10890,15199,7060,3415,48,0,2008,4089,4776,0,661,141,61,0,1644,46,0,796,3327,1247,0,0,0,0,0
280360,Laranjeiras,30080,269,727,1448,5695,1795,4664,1317,458,0,0,295,710,1196,0,1900,86,19,0,408,0,0,108,647,154,0,0,0,0,0
280370,Macambira,6961,178,337,535,1025,795,1075,672,91,0,0,211,450,312,0,0,9,2,0,90,0,0,127,343,112,0,0,0,0,0
280380,Malhada dos Bois,3699,55,111,180,427,307,422,235,101,0,0,62,124,121,0,0,9,5,0,95,0,0,45,83,12,0,0,0,0,0
280390,Malhador,12653,203,468,914,1461,1061,1364,956,147,0,0,221,489,488,0,0,9,10,0,135,0,0,218,424,179,0,0,0,0,0
280400,Maruim,17271,179,453,898,1661,1211,1751,918,257,0,0,245,551,648,0,0,45,5,0,249,0,0,151,435,83,0,0,0,0,0
280410,Moita Bonita,11348,318,611,904,1795,1405,1764,1225,131,0,0,322,601,694,0,0,8,8,0,129,0,0,320,571,205,0,0,0,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,1448,1084,1512,909,185,0,0,211,442,667,0,0,3,4,0,184,0,0,205,312,208,0,0,0,0,0
280430,Muribeca,7639,120,263,500,891,581,893,424,101,0,0,124,280,374,0,0,13,1,0,98,0,0,56,239,31,0,0,0,0,0
280440,Neópolis,18703,361,698,1274,2476,1646,2243,1244,400,0,0,405,669,735,0,0,27,7,0,370,0,0,133,481,260,0,0,0,0,0
280445,Nossa Senhora Aparecida,8809,170,416,645,1420,1000,1435,951,138,0,0,220,447,502,0,120,3,5,0,137,0,0,214,430,170,0,0,0,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,4171,2581,4070,2194,802,20,0,687,1323,1187,0,0,46,5,0,507,19,0,639,1029,0,0,0,0,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,3379,2559,3071,1984,527,0,0,542,1056,887,0,0,42,17,0,455,0,0,455,869,205,0,0,0,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,888,608,841,495,116,0,0,157,290,264,0,0,11,3,0,109,0,0,75,235,76,0,0,0,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,15815,11215,14579,8580,2229,36,0,1466,3783,6895,0,0,105,65,0,1077,36,0,1304,3345,2818,0,0,0,0,0
280490,Pacatuba,14540,230,455,822,1469,949,1403,871,184,0,0,228,453,519,0,0,8,11,0,162,0,0,68,417,224,0,0,0,0,0
280500,Pedra Mole,3285,65,121,245,429,319,422,309,64,0,0,68,145,137,0,0,7,1,0,61,0,0,66,137,45,0,0,0,0,0
280510,Pedrinhas,9665,156,335,604,1053,683,902,315,124,0,0,181,342,240,0,0,9,6,0,97,0,0,47,159,12,0,0,0,0,0
280520,Pinhão,6627,134,336,524,961,731,870,695,84,0,0,127,317,328,0,0,9,5,0,80,0,0,123,294,198,0,0,0,0,0
280530,Pirambu,9359,130,267,522,1296,816,1302,646,160,0,0,157,258,471,0,229,24,3,0,153,0,0,148,234,111,0,0,0,0,0
280540,Poço Redondo,35122,399,1056,1672,3796,2656,3552,1759,400,0,0,492,1095,1218,0,300,34,13,0,268,0,0,434,909,148,0,0,0,0,0
280550,Poço Verde,23867,576,1241,1828,3711,2411,3783,1906,375,0,0,543,1095,1609,0,140,14,7,0,369,0,0,177,1018,342,0,0,0,0,0
280560,Porto da Folha,28693,477,1002,1660,3827,2677,3911,2427,403,0,260,498,1047,1269,0,408,15,11,0,382,0,260,481,988,316,0,0,0,0,0
280570,Propriá,29692,524,990,1914,3749,2019,3736,1760,991,21,0,578,878,1189,0,0,64,15,0,632,21,0,190,769,148,0,0,0,0,0
280580,Riachão do Dantas,19809,386,781,1181,2843,1733,2652,1526,303,0,0,467,863,765,0,231,19,4,0,299,0,0,215,786,226,0,0,0,0,0
280590,Riachuelo,10284,116,275,517,1315,765,1253,570,203,0,0,133,253,480,0,160,17,7,0,199,0,0,67,213,91,0,0,0,0,0
280600,Ribeirópolis,18773,438,892,1340,2723,2123,2739,1911,369,49,0,443,831,999,0,0,37,11,0,324,49,0,410,824,304,0,0,0,0,0
280610,Rosário do Catete,11008,97,240,544,1124,824,1039,710,268,0,0,130,283,344,0,0,4,10,0,260,0,0,120,257,73,0,0,0,0,0
280620,Salgado,20025,352,780,1250,2427,1867,2308,1683,268,0,0,408,835,782,0,0,7,8,0,250,0,0,398,780,255,0,0,0,0,0
280630,Santa Luzia do Itanhy,14121,156,374,758,4066,856,2906,410,164,0,0,183,387,411,0,1744,8,9,0,143,0,0,65,145,57,0,0,0,0,0
280650,Santa Rosa de Lima,3923,88,163,239,692,452,580,359,95,0,0,93,175,205,0,0,9,3,0,95,0,0,27,161,76,0,0,0,0,0
280640,Santana do São Francisco,7844,111,218,375,573,393,746,435,114,0,0,130,279,214,0,0,6,3,0,96,0,0,63,250,26,0,0,0,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,1363,1023,1471,692,167,0,0,235,417,619,0,0,26,7,0,157,0,0,223,295,17,0,0,0,0,0
280670,São Cristóvão,91093,989,2400,5663,8992,5802,7511,3380,1228,27,0,1063,2149,2951,0,30,40,23,0,633,26,0,347,1614,760,0,0,0,0,0
280680,São Domingos,11207,218,488,817,1456,1106,1456,930,161,0,0,191,478,603,0,0,8,15,0,141,0,0,191,476,122,0,0,0,0,0
280690,São Francisco,3781,64,138,246,469,309,428,213,71,0,0,62,116,167,0,0,11,1,0,67,0,0,18,97,31,0,0,0,0,0
280700,São Miguel do Aleixo,3947,83,169,283,569,439,524,355,90,0,0,93,183,148,0,0,8,2,0,89,0,0,93,173,0,0,0,0,0,0
280710,Simão Dias,40606,914,1749,2657,5770,3700,4557,1685,741,12,0,1111,1754,655,0,254,15,15,0,375,12,0,396,902,0,0,0,0,0,0
280720,Siriri,8970,154,316,533,1263,803,1105,689,141,0,0,161,302,378,0,112,10,1,0,127,0,0,154,286,122,0,0,0,0,0
280730,Telha,3249,49,100,178,409,279,401,246,85,0,0,59,101,146,0,0,6,4,0,80,0,0,26,97,43,0,0,0,0,0
280740,Tobias Barreto,52530,1046,2188,3513,7028,4688,7046,3709,965,33,0,1296,2065,2484,0,0,172,31,0,584,33,0,436,1876,780,0,0,0,0,0
280750,Tomar do Geru,13535,208,446,760,1406,926,1304,633,168,0,0,203,427,494,0,0,12,0,0,129,0,0,119,287,98,0,0,0,0,0
280760,Umbaúba,25550,308,725,1482,2648,1748,2545,426,363,0,0,364,686,1089,0,0,21,22,0,363,0,0,63,0,0,0,0,0,0,0
