codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6
280280,Indiaroba,18149,221,453,850,952,362,736,208,180,0,0,261,295,0,167,0,0,41,0,0
280290,Itabaiana,96142,1449,3289,6024,7617,3517,4758,2046,1956,148,0,1834,820,0,1018,148,0,880,0,0
280300,Itabaianinha,42166,630,1353,2494,2751,741,1714,372,529,0,0,637,548,0,279,0,0,93,0,0
280310,Itabi,4886,115,264,446,493,253,289,93,87,0,0,99,103,0,59,0,0,34,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,2236,796,1673,515,481,0,0,444,748,0,443,0,0,72,0,0
280330,Japaratuba,18907,302,670,1215,1380,690,924,364,259,0,0,292,373,0,243,0,0,121,0,0
280340,Japoatã,13429,208,477,734,955,345,610,197,206,0,0,236,168,0,155,0,0,42,0,0
280350,Lagarto,105221,1941,4108,7217,10540,3025,8714,1861,3246,48,0,1963,3457,0,1476,44,0,341,0,0
280360,Laranjeiras,30080,269,727,1448,1615,665,947,422,412,0,0,287,248,0,365,0,0,57,0,0
280370,Macambira,6961,178,337,535,635,335,400,178,87,0,0,187,126,0,69,0,0,108,1,0
280380,Malhada dos Bois,3699,55,111,180,287,147,224,84,96,0,0,93,35,0,78,0,0,6,0,0
280390,Malhador,12653,203,468,914,841,421,526,212,135,0,0,213,178,0,117,0,0,95,0,0
280400,Maruim,17271,179,453,898,981,561,664,349,242,0,0,247,175,0,211,0,0,129,9,0
280410,Moita Bonita,11348,318,611,904,1145,565,687,271,130,0,0,317,240,0,111,0,0,160,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,868,448,717,347,162,0,0,203,352,0,152,0,0,178,17,0
280430,Muribeca,7639,120,263,500,531,201,395,129,98,0,0,143,154,0,87,0,0,40,2,0
280440,Neópolis,18703,361,698,1274,1546,586,813,301,339,0,0,308,166,0,261,0,0,40,0,0
280445,Nossa Senhora Aparecida,8809,170,416,645,810,380,501,201,136,0,0,207,158,0,123,0,0,78,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,2581,1241,2012,518,712,20,0,653,627,0,258,19,0,241,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,2089,1089,1325,926,377,0,0,549,399,0,377,0,0,549,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,548,228,445,142,112,0,0,135,198,0,92,0,0,35,15,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,8826,3415,6004,1602,2070,36,0,1396,2502,0,1039,36,0,510,17,0
280490,Pacatuba,14540,230,455,822,889,309,692,158,140,0,0,222,330,0,117,0,0,41,0,0
280500,Pedra Mole,3285,65,121,245,249,149,174,113,60,0,0,66,48,0,50,0,0,63,0,0
280510,Pedrinhas,9665,156,335,604,633,213,299,113,94,0,0,134,71,0,81,0,0,32,0,0
280520,Pinhão,6627,134,336,524,581,281,351,140,79,0,0,122,150,0,73,0,0,67,0,0
280530,Pirambu,9359,130,267,522,590,360,455,248,153,0,0,158,144,0,148,0,0,100,0,0
280540,Poço Redondo,35122,399,1056,1672,2206,826,1138,442,373,0,0,437,328,0,245,0,0,194,3,0
280550,Poço Verde,23867,576,1241,1828,2261,731,1359,326,329,0,0,514,516,0,245,0,0,81,0,0
280560,Porto da Folha,28693,477,1002,1660,2227,1277,1781,937,360,0,260,485,676,0,322,0,248,357,10,0
280570,Propriá,29692,524,990,1914,2359,729,1976,451,782,21,0,559,614,0,330,21,0,100,0,0
280580,Riachão do Dantas,19809,386,781,1181,1663,623,1159,372,300,0,0,452,407,0,296,0,0,75,1,0
280590,Riachuelo,10284,116,275,517,705,325,517,243,198,0,0,133,186,0,195,0,0,48,0,0
280600,Ribeirópolis,18773,438,892,1340,1763,933,1278,568,291,48,0,431,508,0,269,48,0,249,2,0
280610,Rosário do Catete,11008,97,240,544,694,404,446,242,240,0,0,129,77,0,210,0,0,32,0,0
280620,Salgado,20025,352,780,1250,1517,757,1326,391,233,0,0,397,696,0,220,0,0,157,14,0
280630,Santa Luzia do Itanhy,14121,156,374,758,756,286,507,141,150,0,0,166,191,0,118,0,0,23,0,0
280650,Santa Rosa de Lima,3923,88,163,239,422,182,337,153,93,0,0,132,112,0,74,0,0,41,38,0
280640,Santana do São Francisco,7844,111,218,375,383,153,291,99,94,0,0,92,105,0,86,0,0,13,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,823,443,499,209,160,0,0,223,116,0,146,0,0,63,0,0
280670,São Cristóvão,91093,989,2400,5663,5052,1512,3255,709,1120,26,0,1025,1084,0,533,25,0,151,0,0
280680,São Domingos,11207,218,488,817,866,416,779,179,126,0,0,192,461,0,93,0,0,86,0,0
280690,São Francisco,3781,64,138,246,279,109,155,59,60,0,0,58,37,0,46,0,0,13,0,0
280700,São Miguel do Aleixo,3947,83,169,283,369,209,310,143,89,0,0,93,128,0,86,0,0,57,0,0
280710,Simão Dias,40606,914,1749,2657,3580,1050,3166,513,678,12,0,1077,1399,0,329,12,0,172,0,0
280720,Siriri,8970,154,316,533,653,323,536,254,126,0,0,158,252,0,110,0,0,143,1,0
280730,Telha,3249,49,100,178,259,129,233,79,78,0,0,59,96,0,69,0,0,10,0,0
280740,Tobias Barreto,52530,1046,2188,3513,4448,1308,3967,715,923,33,0,1246,1765,0,467,33,0,215,0,0
280750,Tomar do Geru,13535,208,446,760,866,316,537,157,154,0,0,188,195,0,113,0,0,44,0,0
280760,Umbaúba,25550,308,725,1482,1568,648,1222,413,363,0,0,347,512,0,350,0,0,63,0,0
