codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose1_grupo7,aplicadas_dose1_grupo8,aplicadas_dose1_grupo9,aplicadas_dose1_grupo10,aplicadas_dose1_grupo11,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6,aplicadas_dose2_grupo7,aplicadas_dose2_grupo8,aplicadas_dose2_grupo9,aplicadas_dose2_grupo10,aplicadas_dose2_grupo11
280150,Carmópolis,16937,117,294,770,1291,831,1202,455,278,0,0,139,314,431,0,0,33,7,0,253,0,0,46,137,19,0,0,0,0,0
280160,Cedro de São João,5913,140,291,399,908,617,880,521,130,0,0,117,305,316,0,0,7,5,0,130,0,0,52,278,61,0,0,0,0,0
280170,Cristinápolis,18029,202,496,876,1817,1317,1710,915,301,0,0,292,470,630,0,0,11,6,0,297,0,0,146,402,70,0,0,0,0,0
280190,Cumbe,3998,94,198,262,844,414,688,386,70,0,0,97,201,142,0,170,8,0,0,70,0,0,38,197,81,0,0,0,0,0
280200,Divina Pastora,5215,69,155,317,588,398,555,386,123,0,0,79,147,194,0,0,11,1,0,116,0,0,32,145,93,0,0,0,0,0
280210,Estância,69556,1093,2308,4544,9538,4528,8604,3315,1637,33,0,1161,2316,3016,0,261,152,28,0,784,33,0,1103,1395,0,0,0,0,0,0
280220,Feira Nova,5601,100,217,383,693,513,627,325,74,0,0,100,232,212,0,0,8,1,0,70,0,0,98,157,0,0,0,0,0,0
280230,Frei Paulo,15556,294,608,994,2075,1455,2076,1378,212,0,0,305,588,779,0,180,9,3,0,205,0,0,284,556,333,0,0,0,0,0
280240,Gararu,11601,203,448,701,1343,1033,1242,686,140,4,0,257,510,316,0,0,10,5,0,122,4,0,239,298,23,0,0,0,0,0
280250,General Maynard,3384,47,109,207,433,293,424,279,101,0,0,53,106,156,0,0,6,2,0,94,0,0,20,106,59,0,0,0,0,0
280260,Gracho Cardoso,5824,150,281,469,913,683,864,586,108,0,0,165,282,299,0,0,5,5,0,77,0,0,161,257,91,0,0,0,0,0
280270,Ilha das Flores,8521,170,275,452,1282,592,1097,443,120,0,0,186,267,215,0,300,6,3,0,107,0,0,77,211,48,0,0,0,0,0
280280,Indiaroba,18149,221,453,850,1712,1042,1466,748,229,0,0,280,388,413,0,116,31,9,0,196,0,0,107,339,106,0,0,0,0,0
280290,Itabaiana,96142,1449,3289,6024,12067,8117,11346,6331,2042,227,0,1942,3359,3600,0,0,125,51,0,1107,154,0,1653,2730,687,0,0,0,0,0
280300,Itabaianinha,42166,630,1353,2494,4271,2971,3930,2130,567,0,0,670,1199,1464,0,0,15,15,0,301,0,0,244,1136,449,0,0,0,0,0
280310,Itabi,4886,115,264,446,813,613,650,461,91,0,0,103,273,176,0,0,3,4,0,86,0,0,101,240,34,0,0,0,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,3486,2396,3346,1951,548,0,0,460,1229,1075,0,0,21,13,0,513,0,0,232,964,242,0,0,0,0,0
280330,Japaratuba,18907,302,670,1215,2790,1690,2149,1131,266,0,0,298,690,553,0,315,18,9,0,258,0,0,286,464,123,0,0,0,0,0
280340,Japoatã,13429,208,477,734,2165,1025,1956,709,212,0,0,256,493,449,0,524,9,13,0,198,0,0,83,376,52,0,0,0,0,0
280350,Lagarto,105221,1941,4108,7217,16790,10890,15026,6772,3389,48,0,2007,4089,4663,0,661,109,60,0,1633,46,0,792,3244,1057,0,0,0,0,0
280360,Laranjeiras,30080,269,727,1448,5695,1795,4650,1254,456,0,0,295,710,1191,0,1893,86,19,0,406,0,0,108,624,116,0,0,0,0,0
280370,Macambira,6961,178,337,535,1025,795,1031,574,91,0,0,210,450,269,0,0,9,2,0,90,0,0,127,306,51,0,0,0,0,0
280380,Malhada dos Bois,3699,55,111,180,427,307,291,141,98,0,0,70,90,33,0,0,0,0,0,84,0,0,49,8,0,0,0,0,0,0
280390,Malhador,12653,203,468,914,1461,1061,1284,800,147,0,0,221,487,410,0,0,9,10,0,135,0,0,218,382,65,0,0,0,0,0
280400,Maruim,17271,179,453,898,1661,1211,1696,890,257,0,0,245,549,603,0,0,38,4,0,248,0,0,150,425,67,0,0,0,0,0
280410,Moita Bonita,11348,318,611,904,1795,1405,1709,1399,131,0,0,323,597,642,0,0,8,8,0,129,0,0,321,567,382,0,0,0,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,1448,1084,1512,909,185,0,0,211,442,667,0,0,3,4,0,184,0,0,205,312,208,0,0,0,0,0
280430,Muribeca,7639,120,263,500,891,581,851,416,100,0,0,124,280,333,0,0,13,1,0,98,0,0,56,234,28,0,0,0,0,0
280440,Neópolis,18703,361,698,1274,2476,1646,2213,1184,398,0,0,405,667,710,0,0,27,6,0,368,0,0,133,467,216,0,0,0,0,0
280445,Nossa Senhora Aparecida,8809,170,416,645,1420,1000,1355,817,138,0,0,219,446,453,0,90,4,5,0,137,0,0,214,366,100,0,0,0,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,4171,2581,3616,2117,794,20,0,687,1318,757,0,0,35,5,0,498,19,0,639,961,0,0,0,0,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,3379,2559,3043,1942,525,0,0,542,1056,861,0,0,42,17,0,454,0,0,455,849,184,0,0,0,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,888,608,841,495,116,0,0,157,290,264,0,0,11,3,0,109,0,0,75,235,76,0,0,0,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,15815,11215,14450,8451,2225,36,0,1466,3773,6809,0,0,80,61,0,1076,36,0,1304,3311,2724,0,0,0,0,0
280490,Pacatuba,14540,230,455,822,1469,949,1391,863,184,0,0,228,453,508,0,0,8,10,0,162,0,0,68,415,218,0,0,0,0,0
280500,Pedra Mole,3285,65,121,245,429,319,401,309,64,0,0,68,145,116,0,0,7,1,0,61,0,0,66,137,45,0,0,0,0,0
280510,Pedrinhas,9665,156,335,604,1053,683,900,255,124,0,0,179,342,240,0,0,9,6,0,97,0,0,47,111,0,0,0,0,0,0
280520,Pinhão,6627,134,336,524,961,731,870,653,84,0,0,127,317,328,0,0,9,5,0,80,0,0,122,271,180,0,0,0,0,0
280530,Pirambu,9359,130,267,522,1296,816,1302,646,160,0,0,157,258,471,0,229,24,3,0,153,0,0,148,234,111,0,0,0,0,0
280540,Poço Redondo,35122,399,1056,1672,3796,2656,3465,1749,399,0,0,492,1095,1187,0,257,22,13,0,268,0,0,434,909,138,0,0,0,0,0
280550,Poço Verde,23867,576,1241,1828,3711,2411,3714,1831,375,0,0,542,1095,1551,0,132,14,5,0,369,0,0,175,1000,287,0,0,0,0,0
280560,Porto da Folha,28693,477,1002,1660,3827,2677,3911,2427,403,0,260,498,1047,1269,0,408,15,11,0,382,0,260,481,988,316,0,0,0,0,0
280570,Propriá,29692,524,990,1914,3749,2019,3734,1760,991,21,0,578,878,1189,0,0,64,13,0,632,21,0,190,769,148,0,0,0,0,0
280580,Riachão do Dantas,19809,386,781,1181,2843,1733,2557,1407,301,0,0,466,861,682,0,226,17,4,0,299,0,0,211,757,140,0,0,0,0,0
280590,Riachuelo,10284,116,275,517,1315,765,1228,519,203,0,0,133,249,465,0,160,13,5,0,199,0,0,67,197,56,0,0,0,0,0
280600,Ribeirópolis,18773,438,892,1340,2723,2123,2743,1764,389,49,0,441,817,999,0,0,37,11,0,305,49,0,401,780,229,0,0,0,0,0
280610,Rosário do Catete,11008,97,240,544,1124,824,989,655,268,0,0,130,283,296,0,0,3,9,0,260,0,0,119,243,33,0,0,0,0,0
280620,Salgado,20025,352,780,1250,2427,1867,2139,1344,267,0,0,408,838,611,0,0,7,8,0,228,0,0,379,737,0,0,0,0,0,0
280630,Santa Luzia do Itanhy,14121,156,374,758,4066,856,2811,475,162,0,0,183,385,359,0,1714,0,8,0,142,0,0,65,225,43,0,0,0,0,0
280650,Santa Rosa de Lima,3923,88,163,239,692,452,566,281,102,0,0,93,175,187,0,0,6,3,0,94,0,0,27,160,0,0,0,0,0,0
280640,Santana do São Francisco,7844,111,218,375,573,393,698,300,109,0,0,136,252,193,0,0,5,3,0,91,0,0,51,158,0,0,0,0,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,1363,1023,1403,479,166,0,0,233,412,567,0,0,22,3,0,157,0,0,216,106,0,0,0,0,0,0
280670,São Cristóvão,91093,989,2400,5663,8992,5802,7402,2681,1224,27,0,1062,2137,2861,0,30,40,21,0,626,26,0,339,1447,243,0,0,0,0,0
280680,São Domingos,11207,218,488,817,1456,1106,1401,925,161,0,0,191,477,549,0,0,8,15,0,141,0,0,191,476,117,0,0,0,0,0
280690,São Francisco,3781,64,138,246,469,309,400,184,71,0,0,62,113,142,0,0,11,1,0,61,0,0,18,92,13,0,0,0,0,0
280700,São Miguel do Aleixo,3947,83,169,283,569,439,524,299,90,0,0,93,183,148,0,0,8,2,0,89,0,0,93,117,0,0,0,0,0,0
280710,Simão Dias,40606,914,1749,2657,5770,3700,4557,1685,741,12,0,1111,1754,655,0,254,15,15,0,375,12,0,396,902,0,0,0,0,0,0
280720,Siriri,8970,154,316,533,1263,803,1085,685,140,0,0,161,301,361,0,112,9,1,0,127,0,0,154,285,119,0,0,0,0,0
280730,Telha,3249,49,100,178,409,279,368,221,83,0,0,59,101,115,0,0,6,4,0,79,0,0,26,96,20,0,0,0,0,0
280740,Tobias Barreto,52530,1046,2188,3513,7028,4688,6440,3302,963,33,0,1292,2056,1960,0,0,106,30,0,576,33,0,433,1803,457,0,0,0,0,0
280750,Tomar do Geru,13535,208,446,760,1406,926,1242,519,168,0,0,203,426,434,0,0,11,0,0,128,0,0,114,224,53,0,0,0,0,0
280760,Umbaúba,25550,308,725,1482,2648,1748,2545,426,363,0,0,364,686,1089,0,0,21,22,0,363,0,0,63,0,0,0,0,0,0,0
