codigo_municipio,municipio,populacao_total,populacao_grupo4_80mais,populacao_grupo5_7079,populacao_grupo6_6069,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1_saude,aplicadas_dose1_grupo2_institucionalizados,aplicadas_dose1_grupo3_indigenasaldeados,aplicadas_dose1_grupo4_80mais,aplicadas_dose1_grupo5_7079,aplicadas_dose1_grupo6_6069,aplicadas_dose1_grupo7_situacaoderua,aplicadas_dose1_grupo8_quilombolas,aplicadas_dose1_grupo9_seguranca,aplicadas_dose1_grupo10_downautismo,aplicadas_dose1_grupo12_puerperascomorbidade,aplicadas_dose1_grupo13_gestantecomorbidade,aplicadas_dose1_grupo14_deficiente,aplicadas_dose1_grupo15_comorbidade,aplicadas_dose1_grupo16_educacao,aplicadas_dose1_grupo17_sistemaprisional,aplicadas_dose1_grupo18_privadosliberdade,aplicadas_dose1_grupo19_transporteaereo,aplicadas_dose1_grupo20_limpezaurbana,aplicadas_dose1_grupo21_transportecoletivo,aplicadas_dose1_grupo22_caminhoneiros,aplicadas_dose1_grupo23_5559,aplicadas_dose1_grupo24_educacaosuperior,aplicadas_dose1_grupo25_zonaportuaria,aplicadas_dose1_grupo26_industriaiscivil,aplicadas_dose1_grupo27_5054,aplicadas_dose1_grupo28_4549,aplicadas_dose1_grupo29_4044,aplicadas_dose2_grupo1_saude,aplicadas_dose2_grupo2_institucionalizados,aplicadas_dose2_grupo3_indigenasaldeados,aplicadas_dose2_grupo4_80mais,aplicadas_dose2_grupo5_7079,aplicadas_dose2_grupo6_6069,aplicadas_dose2_grupo7_situacaoderua,aplicadas_dose2_grupo8_quilombolas,aplicadas_dose2_grupo9_seguranca,aplicadas_dose2_grupo10_downautismo,aplicadas_dose2_grupo12_puerperascomorbidade,aplicadas_dose2_grupo13_gestantecomorbidade,aplicadas_dose2_grupo14_deficiente,aplicadas_dose2_grupo15_comorbidade,aplicadas_dose2_grupo16_educacao,aplicadas_dose2_grupo17_sistemaprisional,aplicadas_dose2_grupo18_privadosliberdade,aplicadas_dose2_grupo19_transporteaereo,aplicadas_dose2_grupo20_limpezaurbana,aplicadas_dose2_grupo21_transportecoletivo,aplicadas_dose2_grupo22_caminhoneiros,aplicadas_dose2_grupo23_5559,aplicadas_dose2_grupo24_educacaosuperior,aplicadas_dose2_grupo25_zonaportuaria,aplicadas_dose2_grupo26_industriaiscivil,aplicadas_dose2_grupo27_5054,aplicadas_dose2_grupo28_4549,aplicadas_dose2_grupo29_4044
280120,Canindé de São Francisco,30402,278,703,1214,6121,1975,6439,1896,495,0,0,343,816,1254,0,412,75,13,5,14,108,1537,374,0,0,0,58,19,35,396,19,0,58,408,0,0,358,0,0,333,769,391,0,0,37,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280130,Capela,34514,564,1121,2006,9906,3563,9016,2425,801,0,0,562,1111,1786,0,587,49,18,4,8,61,1825,483,0,0,0,109,16,92,425,0,0,47,522,503,7,612,0,0,552,884,327,0,0,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280140,Carira,22239,450,956,1559,6230,2812,7070,2702,329,0,0,511,968,1701,0,0,18,19,0,0,66,1480,368,0,0,0,25,0,80,381,0,0,0,373,751,0,280,0,0,489,959,949,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280150,Carmópolis,16937,117,294,770,3300,1081,3206,739,331,0,0,123,328,770,0,0,122,10,1,1,32,681,238,0,0,0,87,2,25,256,0,0,0,199,0,0,254,0,0,86,158,203,0,0,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280160,Cedro de São João,5913,140,291,399,1949,839,1794,836,155,0,0,117,309,370,0,0,9,7,0,2,16,380,127,0,0,0,15,0,0,134,0,0,0,119,34,0,131,0,0,138,306,249,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280170,Cristinápolis,18029,202,496,876,4270,2037,3615,1713,345,0,0,293,492,787,0,0,12,6,1,5,58,821,218,0,0,0,21,23,6,174,0,0,0,122,140,91,306,0,0,241,476,676,0,0,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280190,Cumbe,3998,94,198,262,1473,534,1414,517,83,0,0,98,199,249,0,189,8,0,1,0,34,132,68,0,0,0,7,9,11,110,0,0,0,130,86,0,70,0,0,95,198,146,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280200,Divina Pastora,5215,69,155,317,1390,500,1287,493,140,0,0,78,150,241,0,0,13,1,0,2,35,113,159,0,0,0,33,0,8,90,0,0,9,127,88,0,117,0,0,68,148,142,0,0,10,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280210,Estância,69556,1093,2308,4544,21375,8448,19298,5632,2140,33,0,1280,2065,4144,1,261,297,28,60,178,103,3945,936,118,228,0,0,461,155,642,115,3,45,782,1278,0,1449,33,0,1236,1828,797,0,206,59,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280220,Feira Nova,5601,100,217,383,1578,623,1330,562,83,0,0,108,210,247,0,0,8,2,1,2,39,218,108,0,0,0,15,0,46,117,0,0,8,118,0,0,78,0,0,107,208,160,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280230,Frei Paulo,15556,294,608,994,4476,1675,4566,1582,241,0,0,307,595,1009,0,183,14,3,3,7,155,617,260,0,0,0,61,11,95,420,0,0,211,307,67,0,207,0,0,293,574,499,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280240,Gararu,11601,203,448,701,3156,1368,2521,1203,149,4,0,257,517,708,0,0,15,6,0,0,8,195,221,0,0,0,14,3,1,240,0,0,22,137,24,0,132,4,0,248,505,298,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280250,General Maynard,3384,47,109,207,947,392,994,376,111,0,0,52,106,210,0,0,26,2,1,1,59,150,76,0,0,0,33,0,1,80,0,0,0,86,0,0,98,0,0,50,106,117,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280260,Gracho Cardoso,5824,150,281,469,1877,823,1978,793,126,0,0,172,286,479,0,0,14,5,0,4,55,440,17,0,0,0,22,3,10,121,99,0,0,115,10,0,95,0,0,172,281,236,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280270,Ilha das Flores,8521,170,275,452,2505,792,2104,739,135,0,0,188,277,516,0,313,13,5,1,3,63,312,157,0,0,0,0,5,3,113,0,0,0,0,0,0,110,0,0,169,266,185,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280280,Indiaroba,18149,221,453,850,3958,1452,3279,1225,269,0,0,288,451,768,0,117,55,11,1,1,8,370,366,3,0,0,28,2,1,273,0,0,0,158,109,0,227,0,0,203,419,338,0,0,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280290,Itabaiana,96142,1449,3289,6024,27982,9951,27879,7638,3071,227,0,1954,3426,6254,20,0,239,66,5,19,133,4579,1131,0,0,0,246,72,1909,2400,752,0,0,1376,0,0,1927,156,0,1681,2881,830,0,0,118,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280300,Itabaianinha,42166,630,1353,2494,10638,3851,10497,3736,809,0,0,697,1423,2232,0,0,68,20,4,5,272,2455,568,0,0,0,18,68,133,449,2,0,897,377,0,0,545,0,0,615,1345,1197,0,0,9,15,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280310,Itabi,4886,115,264,446,1768,703,1592,670,107,0,0,105,284,403,0,0,7,4,1,1,59,270,112,0,0,0,0,0,7,129,0,0,1,102,0,0,91,0,0,106,280,186,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,8139,3716,7760,3214,692,0,0,476,1389,1768,0,0,58,18,5,15,143,1913,507,0,0,0,25,50,51,241,0,0,137,249,23,0,584,0,0,483,1174,938,0,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280330,Japaratuba,18907,302,670,1215,5580,2250,4961,1927,314,0,0,298,705,1086,0,317,35,9,1,13,108,653,357,0,0,0,72,0,10,422,1,0,71,289,200,0,264,0,0,294,653,409,0,301,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280340,Japoatã,13429,208,477,734,4172,1395,3281,1217,233,0,0,257,449,782,0,533,27,13,0,0,100,465,229,0,0,0,20,1,0,165,0,0,0,6,1,0,215,0,0,149,468,368,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280350,Lagarto,105221,1941,4108,7217,35268,13240,31413,11078,4281,48,0,2034,4165,6887,9,661,183,71,9,23,678,4251,1769,0,0,0,105,184,878,2385,226,0,370,2150,46,0,3068,46,0,1719,3779,2323,0,0,19,46,0,2,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280360,Laranjeiras,30080,269,727,1448,9543,2515,9007,2261,612,0,0,295,713,1281,0,2029,105,24,2,8,70,1557,539,0,0,0,0,39,22,428,0,0,317,475,481,10,433,0,0,255,709,840,0,0,3,17,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280370,Macambira,6961,178,337,535,2138,935,2143,905,111,0,0,186,320,511,0,0,11,5,1,7,23,420,110,0,0,0,13,28,26,222,0,0,2,146,1,0,99,0,0,254,328,212,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280380,Malhada dos Bois,3699,55,111,180,962,547,943,379,107,0,0,76,125,212,0,0,18,6,0,0,13,238,90,0,0,0,0,0,3,55,0,0,0,0,0,0,97,0,0,61,124,84,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280390,Malhador,12653,203,468,914,3551,1316,3386,1157,165,0,0,222,496,833,0,0,12,10,1,5,71,447,263,0,0,0,32,67,173,304,0,0,0,285,0,0,136,0,0,220,451,330,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280400,Maruim,17271,179,453,898,3788,1561,3794,1285,280,0,0,242,531,1016,1,0,53,4,2,7,143,629,274,0,0,0,44,25,10,332,0,0,70,131,0,0,254,0,0,222,491,286,0,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280410,Moita Bonita,11348,318,611,904,3890,1945,4002,1642,189,0,0,323,607,887,0,0,11,10,1,4,154,855,176,0,0,0,31,12,226,214,0,0,0,142,160,0,131,0,0,322,582,590,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,3401,1578,3310,1335,214,0,0,112,439,772,0,0,12,6,4,8,39,276,251,0,0,0,39,0,9,428,0,0,0,428,273,0,186,0,0,110,433,600,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280430,Muribeca,7639,120,263,500,2063,1021,1986,831,125,0,0,127,286,512,0,0,13,3,0,9,3,534,135,0,0,0,8,10,14,113,0,0,8,65,21,0,99,0,0,119,273,326,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280440,Neópolis,18703,361,698,1274,5507,2366,4656,1875,433,0,0,408,689,1159,0,0,36,11,0,0,11,712,290,0,0,0,6,0,5,259,0,0,345,198,91,3,396,0,0,260,582,605,0,0,27,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280445,Nossa Senhora Aparecida,8809,170,416,645,2892,1364,3040,1329,145,0,0,220,446,647,0,126,8,5,0,0,90,288,167,0,0,0,0,161,16,233,0,0,170,278,40,0,138,0,0,217,441,395,0,126,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,10654,3881,8997,2965,913,20,0,691,1344,1891,0,0,70,10,1,7,278,1042,609,18,218,0,60,6,165,674,108,0,441,431,0,0,753,19,0,649,1222,266,0,0,51,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,7599,3079,6672,2693,661,0,0,548,1055,1725,12,0,65,24,7,49,76,1373,457,0,0,0,169,9,103,116,0,0,223,0,0,0,523,0,0,500,929,699,0,0,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,2015,891,1966,758,153,0,0,132,303,459,0,0,16,3,0,0,58,286,164,0,0,0,18,2,12,176,0,0,0,179,5,0,114,0,0,120,281,236,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,43212,15885,41665,12832,2747,36,0,1477,3864,8639,0,2,452,85,18,17,430,9205,2422,64,443,0,490,68,362,3793,0,0,1384,3624,2043,0,1903,36,0,1343,3542,5837,0,0,112,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280490,Pacatuba,14540,230,455,822,3510,1349,3565,1269,202,0,0,229,455,800,0,0,8,12,4,9,189,989,250,0,1,0,9,0,8,159,0,0,52,189,0,0,175,0,0,216,436,423,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280500,Pedra Mole,3285,65,121,245,972,379,969,344,75,0,0,68,146,218,0,0,8,1,0,0,44,280,55,0,0,0,6,1,1,48,0,0,0,18,0,0,53,0,0,68,139,78,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280510,Pedrinhas,9665,156,335,604,2438,1053,2232,965,161,0,0,231,399,545,0,0,22,11,0,2,19,385,152,0,0,0,0,18,12,128,0,0,0,147,0,0,131,0,0,166,384,268,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280520,Pinhão,6627,134,336,524,2022,931,1852,883,96,0,0,127,319,480,0,0,10,7,0,3,48,112,108,0,0,0,14,16,14,203,0,0,1,272,22,0,84,0,0,125,315,345,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280530,Pirambu,9359,130,267,522,2751,986,2823,843,167,0,0,157,266,518,0,302,27,3,0,37,22,548,220,0,0,0,60,38,6,186,0,0,0,186,80,0,155,0,0,152,252,259,0,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280540,Poço Redondo,35122,399,1056,1672,8167,3126,7611,3276,459,0,0,535,1108,1368,0,316,45,19,15,15,58,2086,385,0,0,0,17,7,74,463,0,0,2,341,298,0,376,0,0,475,1135,1269,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280550,Poço Verde,23867,576,1241,1828,7625,3541,7349,3064,402,0,0,548,1116,1789,0,140,16,9,0,1,319,742,364,0,0,0,40,54,26,655,7,0,481,562,78,0,391,0,0,493,1119,1049,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280560,Porto da Folha,28693,477,1002,1660,7935,3237,7907,3097,483,0,260,501,1057,1645,2,408,48,11,2,6,171,792,525,0,0,0,26,19,2,769,5,0,0,833,342,0,401,0,260,494,1020,896,0,0,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280570,Propriá,29692,524,990,1914,9361,3343,9206,2779,1121,21,0,580,1000,1771,0,14,156,21,2,20,55,1737,478,0,0,0,51,13,73,636,201,0,458,639,159,0,897,21,0,504,934,355,0,0,57,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280580,Riachão do Dantas,19809,386,781,1181,5527,2313,5568,2139,346,0,0,468,874,1198,0,231,25,4,2,6,148,1241,241,0,0,0,24,36,10,221,0,0,17,419,57,0,301,0,0,392,845,591,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280590,Riachuelo,10284,116,275,517,2789,1000,2534,869,234,0,0,133,253,518,0,171,17,4,0,2,6,307,176,0,0,0,40,5,1,200,0,0,241,223,2,1,203,0,0,71,241,337,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280600,Ribeirópolis,18773,438,892,1340,5756,2443,5996,2306,426,49,0,414,842,1248,0,0,37,15,1,2,153,1028,353,0,0,0,37,64,164,500,0,0,225,435,3,0,348,49,0,411,839,630,0,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280610,Rosário do Catete,11008,97,240,544,2710,984,2519,891,312,0,0,130,335,454,0,0,47,10,0,3,32,595,132,0,0,0,61,0,0,259,0,0,0,84,65,0,268,0,0,123,288,200,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280620,Salgado,20025,352,780,1250,5790,2277,5816,2100,304,0,0,411,842,1271,0,0,13,11,1,1,180,1044,389,0,0,0,27,26,59,526,0,0,72,636,3,0,265,0,0,406,839,575,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280630,Santa Luzia do Itanhy,14121,156,374,758,5537,1016,4370,748,193,0,0,158,393,737,0,1898,11,11,1,1,73,404,199,0,0,0,5,0,1,102,0,0,0,50,133,0,150,0,0,141,304,140,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280650,Santa Rosa de Lima,3923,88,163,403,1189,547,1190,515,105,0,0,93,175,241,0,0,18,3,0,0,13,155,133,0,0,0,26,3,23,100,0,0,0,97,5,0,95,0,0,91,170,151,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280640,Santana do São Francisco,7844,111,218,472,1666,612,1712,580,126,0,0,137,259,366,0,0,7,3,1,2,55,366,112,0,0,0,16,10,0,138,0,0,0,113,1,0,97,0,0,110,236,128,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,2999,1654,2686,1404,179,0,0,236,421,790,0,0,27,10,0,0,0,614,177,0,0,0,17,30,0,185,0,0,0,0,0,0,169,0,0,230,392,582,0,0,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280670,São Cristóvão,91093,989,2400,5663,29322,7432,23768,6837,1543,27,0,1089,2219,5085,2,30,250,49,8,13,365,5013,1369,75,2374,0,104,293,64,1315,1517,0,78,886,0,0,1179,26,0,885,2155,2533,0,0,41,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280680,São Domingos,11207,218,488,817,3212,1347,3214,1269,201,0,0,192,480,764,0,0,19,15,2,1,172,347,222,0,0,0,24,24,95,237,4,0,0,258,157,0,153,0,0,191,476,427,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280690,São Francisco,3781,64,138,246,1007,419,872,410,107,0,0,62,114,250,0,0,11,1,0,1,22,157,92,0,0,0,0,4,1,49,0,0,0,1,0,0,75,0,0,47,114,162,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280700,São Miguel do Aleixo,3947,83,169,283,1263,599,1209,513,91,0,0,95,184,290,0,0,13,2,0,0,40,171,84,0,0,0,24,3,1,129,0,0,0,82,0,0,90,0,0,94,184,135,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280710,Simão Dias,40606,914,1749,2657,12563,5390,12801,4686,952,12,0,1144,1855,2632,0,254,91,25,5,16,174,1052,702,0,0,0,87,90,143,1175,0,0,1252,838,302,0,770,12,0,936,1681,1233,0,0,39,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280720,Siriri,8970,154,316,533,2450,973,2294,915,172,0,0,162,305,482,0,168,10,1,1,3,66,281,176,0,0,0,29,3,26,187,0,0,1,196,23,2,135,0,0,157,298,314,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280730,Telha,3249,49,100,178,882,369,900,367,93,0,0,59,102,183,0,0,12,4,0,0,11,306,66,0,0,0,21,0,4,37,0,0,2,0,0,0,83,0,0,59,101,114,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280740,Tobias Barreto,52530,1046,2188,3513,16781,6538,15594,5952,1572,33,0,1318,2108,3193,0,0,105,37,4,7,220,2441,954,82,476,0,40,155,91,912,0,0,975,868,3,0,985,33,0,1041,2074,1679,0,0,105,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280750,Tomar do Geru,13535,208,446,760,3309,1336,2603,1130,209,0,0,207,453,723,0,0,14,1,0,3,72,316,178,0,0,0,25,6,11,209,0,0,19,140,9,8,147,0,0,196,402,374,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280760,Umbaúba,25550,308,725,1482,6806,2238,6813,2116,471,0,0,376,725,1437,0,0,26,26,2,14,212,895,563,0,0,0,51,57,96,431,5,0,179,481,451,315,426,0,0,322,671,659,0,0,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
