codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose1_grupo7,aplicadas_dose1_grupo8,aplicadas_dose1_grupo9,aplicadas_dose1_grupo10,aplicadas_dose1_grupo11,aplicadas_dose1_grupo12,aplicadas_dose1_grupo13,aplicadas_dose1_grupo14,aplicadas_dose1_grupo15,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6,aplicadas_dose2_grupo7,aplicadas_dose2_grupo8,aplicadas_dose2_grupo9,aplicadas_dose2_grupo10,aplicadas_dose2_grupo11
280670,São Cristóvão,91093,989,2400,5663,14697,6782,11202,5571,1332,27,0,1073,2201,4890,0,30,246,45,0,5,3,37,1313,900,26,0,372,2066,2207,0,0,30,5,0
280680,São Domingos,11207,218,488,817,2171,1306,1884,1140,170,0,0,191,479,750,0,0,17,15,0,0,0,60,202,145,0,0,191,476,328,0,0,0,3,0
280690,São Francisco,3781,64,138,246,704,379,571,311,78,0,0,63,116,234,0,0,11,1,0,0,0,0,68,73,0,0,20,109,109,0,0,11,0,0
280700,São Miguel do Aleixo,3947,83,169,283,839,529,669,427,90,0,0,94,184,286,0,0,8,2,0,0,0,0,5,90,0,0,93,184,60,0,0,5,0,0
280710,Simão Dias,40606,914,1749,2657,8455,4490,6667,3456,812,12,0,1125,1837,2474,0,254,88,22,0,0,0,28,15,736,12,0,480,1615,613,0,0,36,12,0
280720,Siriri,8970,154,316,533,1758,973,1447,862,154,0,0,161,305,464,0,168,10,1,0,0,0,23,161,134,0,0,155,294,279,0,0,9,1,0
280730,Telha,3249,49,100,178,589,339,560,296,88,0,0,59,101,181,0,0,11,4,0,0,0,1,115,82,0,0,26,99,89,0,0,6,4,0
280740,Tobias Barreto,52530,1046,2188,3513,10363,5838,8753,4807,1104,33,0,1302,2091,3069,0,0,180,33,0,0,0,68,873,944,33,0,446,1979,1405,0,0,66,15,0
280750,Tomar do Geru,13535,208,446,760,2206,1136,1556,902,175,0,0,203,440,662,0,0,14,0,0,0,0,6,56,133,0,0,130,364,275,0,0,5,0,0
280760,Umbaúba,25550,308,725,1482,4098,2028,3347,1749,443,0,0,369,715,1347,0,0,24,24,0,0,0,89,336,378,0,0,131,654,586,0,0,18,7,0
