codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose1_grupo7,aplicadas_dose1_grupo8,aplicadas_dose1_grupo9,aplicadas_dose1_grupo10,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6,aplicadas_dose2_grupo7,aplicadas_dose2_grupo8,aplicadas_dose2_grupo9,aplicadas_dose2_grupo10
280490,Pacatuba,14540,230,455,822,1259,739,1210,497,177,0,0,228,451,343,0,0,1,10,138,0,0,67,292,0,0,0,0,0
280500,Pedra Mole,3285,65,121,245,369,249,366,179,64,0,0,68,141,85,0,0,7,1,61,0,0,66,52,0,0,0,0,0
280510,Pedrinhas,9665,156,335,604,893,533,903,238,124,0,0,201,334,233,0,0,6,5,92,0,0,57,89,0,0,0,0,0
280520,Pinhão,6627,134,336,524,841,581,790,364,83,0,0,126,313,256,0,0,9,3,80,0,0,119,165,0,0,0,0,0
280530,Pirambu,9359,130,267,522,1146,686,1097,360,157,0,0,157,255,275,0,229,21,3,152,0,0,139,69,0,0,0,0,0
280540,Poço Redondo,35122,399,1056,1672,3376,2206,3236,1039,396,0,0,482,1089,1027,0,222,13,7,245,0,0,419,375,0,0,0,0,0
280550,Poço Verde,23867,576,1241,1828,3291,1891,3185,1002,370,0,0,540,1045,1085,0,131,9,5,335,0,0,153,514,0,0,0,0,0
280560,Porto da Folha,28693,477,1002,1660,3347,2227,3397,1496,399,0,260,497,1027,837,0,364,5,8,353,0,260,478,405,0,0,0,0,0
280570,Propriá,29692,524,990,1914,3159,2019,3105,935,946,21,0,577,833,692,0,0,30,6,411,21,0,179,324,0,0,0,0,0
280580,Riachão do Dantas,19809,386,781,1181,2533,1413,2355,744,301,0,0,466,848,507,0,226,4,3,298,0,0,188,258,0,0,0,0,0
280590,Riachuelo,10284,116,275,517,1155,635,1066,330,203,0,0,133,248,310,0,160,8,4,197,0,0,67,66,0,0,0,0,0
280600,Ribeirópolis,18773,438,892,1340,2383,1763,2226,1058,366,48,0,441,824,517,0,0,20,10,285,48,0,397,328,0,0,0,0,0
280610,Rosário do Catete,11008,97,240,544,924,694,855,433,254,0,0,130,282,188,0,0,0,1,254,0,0,119,60,0,0,0,0,0
280620,Salgado,20025,352,780,1250,2117,1517,1975,913,266,0,0,407,804,494,0,0,0,4,228,0,0,362,323,0,0,0,0,0
280630,Santa Luzia do Itanhy,14121,156,374,758,3876,656,2006,276,160,0,0,181,382,252,0,1031,0,0,136,0,0,52,88,0,0,0,0,0
280650,Santa Rosa de Lima,3923,88,163,239,592,352,621,258,102,0,0,136,251,124,0,0,5,3,91,0,0,72,95,0,0,0,0,0
280640,Santana do São Francisco,7844,111,218,375,513,323,498,171,95,0,0,93,175,132,0,0,0,3,91,0,0,24,56,0,0,0,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,1173,823,1378,380,165,0,0,233,411,566,0,0,3,0,152,0,0,209,19,0,0,0,0,0
280670,São Cristóvão,91093,989,2400,5663,7462,4402,6681,1435,1224,26,0,1056,2068,2236,0,30,40,1,608,25,0,321,481,0,0,0,0,0
280680,São Domingos,11207,218,488,817,1276,866,1294,646,156,0,0,191,475,458,0,0,2,12,115,0,0,191,340,0,0,0,0,0
280690,São Francisco,3781,64,138,246,409,239,311,112,71,0,0,61,69,110,0,0,0,0,61,0,0,17,34,0,0,0,0,0
280700,São Miguel do Aleixo,3947,83,169,283,499,369,493,219,90,0,0,93,182,121,0,0,5,2,89,0,0,93,37,0,0,0,0,0
280710,Simão Dias,40606,914,1749,2657,5050,2980,4531,1002,728,12,0,1109,1754,655,0,254,5,14,368,12,0,342,280,0,0,0,0,0
280720,Siriri,8970,154,316,533,1053,653,942,437,138,0,0,159,289,285,0,62,8,1,125,0,0,153,159,0,0,0,0,0
280730,Telha,3249,49,100,178,359,229,337,174,82,0,0,59,101,85,0,0,6,4,78,0,0,26,70,0,0,0,0,0
280740,Tobias Barreto,52530,1046,2188,3513,6038,3748,5849,2357,957,33,0,1288,2029,1500,0,0,20,22,553,33,0,404,1367,0,0,0,0,0
280750,Tomar do Geru,13535,208,446,760,1216,726,1174,303,165,0,0,203,425,373,0,0,8,0,126,0,0,112,65,0,0,0,0,0
280760,Umbaúba,25550,308,725,1482,2218,1408,2057,422,363,0,0,360,668,656,0,0,0,10,359,0,0,63,0,0,0,0,0,0
