codigo_municipio,municipio,populacao_total,populacao_grupo4_80mais,populacao_grupo5_7079,populacao_grupo6_6069,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1_saude,aplicadas_dose1_grupo2_institucionalizados,aplicadas_dose1_grupo3_indigenasaldeados,aplicadas_dose1_grupo4_80mais,aplicadas_dose1_grupo5_7079,aplicadas_dose1_grupo6_6069,aplicadas_dose1_grupo7_situacaoderua,aplicadas_dose1_grupo8_quilombolas,aplicadas_dose1_grupo9_seguranca,aplicadas_dose1_grupo10_downautismo,aplicadas_dose1_grupo12_puerperascomorbidade,aplicadas_dose1_grupo13_gestantecomorbidade,aplicadas_dose1_grupo14_deficiente,aplicadas_dose1_grupo15_comorbidade,aplicadas_dose1_grupo16_educacao,aplicadas_dose1_grupo17_sistemaprisional,aplicadas_dose1_grupo18_privadosliberdade,aplicadas_dose1_grupo19_transporteaereo,aplicadas_dose1_grupo20_limpezaurbana,aplicadas_dose1_grupo21_transportecoletivo,aplicadas_dose1_grupo22_caminhoneiros,aplicadas_dose1_grupo23_5559,aplicadas_dose1_grupo24_educacaosuperior,aplicadas_dose1_grupo25_zonaportuaria,aplicadas_dose1_grupo26_industriaiscivil,aplicadas_dose1_grupo27_5054,aplicadas_dose1_grupo28_4549,aplicadas_dose2_grupo1_saude,aplicadas_dose2_grupo2_institucionalizados,aplicadas_dose2_grupo3_indigenasaldeados,aplicadas_dose2_grupo4_80mais,aplicadas_dose2_grupo5_7079,aplicadas_dose2_grupo6_6069,aplicadas_dose2_grupo7_situacaoderua,aplicadas_dose2_grupo8_quilombolas,aplicadas_dose2_grupo9_seguranca,aplicadas_dose2_grupo10_downautismo,aplicadas_dose2_grupo12_puerperascomorbidade,aplicadas_dose2_grupo13_gestantecomorbidade,aplicadas_dose2_grupo14_deficiente,aplicadas_dose2_grupo15_comorbidade,aplicadas_dose2_grupo16_educacao,aplicadas_dose2_grupo17_sistemaprisional,aplicadas_dose2_grupo18_privadosliberdade,aplicadas_dose2_grupo19_transporteaereo,aplicadas_dose2_grupo20_limpezaurbana,aplicadas_dose2_grupo21_transportecoletivo,aplicadas_dose2_grupo22_caminhoneiros,aplicadas_dose2_grupo23_5559,aplicadas_dose2_grupo24_educacaosuperior,aplicadas_dose2_grupo25_zonaportuaria,aplicadas_dose2_grupo26_industriaiscivil,aplicadas_dose2_grupo27_5054,aplicadas_dose2_grupo28_4549
280300,Itabaianinha,42166,630,1353,2494,10638,3851,10255,3711,809,0,0,696,1419,2218,0,0,68,20,4,5,251,2432,564,0,0,0,18,68,128,411,2,0,852,290,0,541,0,0,609,1342,1195,0,0,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280310,Itabi,4886,115,264,446,1768,703,1392,669,107,0,0,105,284,400,0,0,7,4,0,0,59,267,92,0,0,0,0,2,5,60,0,0,0,0,0,91,0,0,106,280,185,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,8139,3716,7637,3207,688,0,0,476,1389,1766,0,0,58,18,5,10,142,1900,506,0,0,0,25,47,47,216,0,0,135,207,2,584,0,0,476,1174,938,0,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280330,Japaratuba,18907,302,670,1215,5580,2250,4573,1927,312,0,0,298,705,1085,0,317,35,9,1,13,106,647,350,0,0,0,72,0,6,381,0,0,63,173,0,264,0,0,294,653,409,0,301,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280340,Japoatã,13429,208,477,734,4172,1395,2954,1161,220,0,0,257,499,772,0,524,27,13,0,0,92,437,93,0,0,0,20,0,0,0,0,0,0,0,0,209,0,0,107,467,361,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280350,Lagarto,105221,1941,4108,7217,35268,13240,28871,10920,4245,48,0,2032,4164,6868,9,661,183,70,9,21,659,4180,1661,0,0,0,104,173,830,2091,226,0,208,429,0,3056,46,0,1669,3770,2316,0,0,19,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280360,Laranjeiras,30080,269,727,1448,9543,2515,8023,2194,607,0,0,295,713,1253,0,1995,104,23,2,8,62,1464,530,0,0,0,0,34,9,285,0,0,294,325,20,432,0,0,197,706,837,0,0,3,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280370,Macambira,6961,178,337,535,2138,935,1912,906,109,0,0,186,320,510,0,0,11,5,0,5,20,411,103,0,0,0,13,24,23,118,0,0,0,54,0,99,0,0,254,328,212,0,0,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280380,Malhada dos Bois,3699,55,111,180,962,547,867,367,107,0,0,76,125,212,0,0,18,6,0,0,9,229,84,0,0,0,1,0,0,0,0,0,0,0,0,97,0,0,60,124,73,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280390,Malhador,12653,203,468,914,3551,1316,3063,1157,160,0,0,222,496,827,0,0,11,10,1,4,69,437,262,0,0,0,31,59,167,271,0,0,0,36,0,136,0,0,220,451,330,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280400,Maruim,17271,179,453,898,3788,1561,3434,1285,279,0,0,242,531,1013,1,0,55,4,1,5,140,615,269,0,0,0,42,24,4,207,0,0,2,0,0,254,0,0,222,491,286,0,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280410,Moita Bonita,11348,318,611,904,3890,1945,3976,1642,189,0,0,323,607,887,0,0,11,10,1,4,154,854,176,0,0,0,31,11,203,214,0,0,0,142,159,131,0,0,322,582,590,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,3401,1578,2753,1343,213,0,0,112,439,769,0,0,12,5,4,0,33,274,247,0,0,0,39,0,0,202,0,0,0,202,202,186,0,0,110,433,600,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280430,Muribeca,7639,120,263,500,2063,1021,1772,822,119,0,0,127,284,506,0,0,13,3,0,1,3,520,112,0,0,0,8,6,5,52,0,0,3,1,9,99,0,0,119,269,321,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280440,Neópolis,18703,361,698,1274,5507,2366,3860,1843,433,0,0,408,684,1149,0,0,36,11,0,0,10,661,288,0,0,0,0,0,5,170,0,0,5,0,0,395,0,0,255,581,581,0,0,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280445,Nossa Senhora Aparecida,8809,170,416,645,2892,1364,2556,1329,145,0,0,220,446,646,0,126,8,5,0,0,85,285,161,0,0,0,18,14,49,210,0,0,0,138,0,138,0,0,217,441,395,0,126,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,10654,3881,7808,3922,872,20,0,690,1343,1874,0,0,70,10,1,7,269,1006,609,17,218,0,60,0,0,500,72,0,0,170,0,752,19,0,649,1222,1223,0,0,51,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,7599,3079,6357,2608,653,0,0,461,1055,1721,12,0,65,24,7,49,74,1333,444,0,0,0,168,6,71,48,0,0,166,0,0,523,0,0,415,929,699,0,0,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,2015,891,1694,747,146,0,0,132,303,457,0,0,14,3,0,0,57,280,162,0,0,0,16,0,8,108,0,0,0,8,0,114,0,0,115,281,227,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,43212,15885,37590,12791,2715,36,0,1477,3862,8602,0,2,452,84,17,17,416,9105,2152,64,443,0,450,51,343,3503,0,0,1384,2123,292,1884,36,0,1342,3541,5818,0,0,111,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280490,Pacatuba,14540,230,455,822,3510,1349,3423,1264,201,0,0,229,455,800,0,0,8,12,4,9,176,975,244,0,0,0,0,0,8,120,0,0,52,130,0,175,0,0,211,436,423,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280500,Pedra Mole,3285,65,121,245,972,379,969,344,75,0,0,68,146,218,0,0,8,1,0,0,44,280,55,0,0,0,6,1,1,48,0,0,0,18,0,53,0,0,68,139,78,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280510,Pedrinhas,9665,156,335,604,2438,1053,2146,957,158,0,0,231,399,544,0,0,22,11,0,2,19,381,151,0,0,0,0,16,10,117,0,0,0,85,0,131,0,0,158,384,268,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280520,Pinhão,6627,134,336,524,2022,931,1789,883,96,0,0,127,319,480,0,0,10,7,0,3,48,110,105,0,0,0,14,16,13,203,0,0,1,233,4,84,0,0,125,315,345,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280530,Pirambu,9359,130,267,522,2751,986,2823,843,167,0,0,157,266,518,0,302,27,3,0,37,22,548,220,0,0,0,60,38,6,186,0,0,0,186,80,155,0,0,152,252,259,0,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280540,Poço Redondo,35122,399,1056,1672,8167,3126,7343,3276,454,0,0,535,1108,1365,0,316,45,19,10,12,56,2061,379,0,0,0,17,4,71,439,0,0,2,273,177,376,0,0,475,1135,1269,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280550,Poço Verde,23867,576,1241,1828,7625,3541,6908,3026,402,0,0,546,1115,1784,0,140,16,9,0,1,316,732,362,0,0,0,40,49,23,567,6,0,466,334,0,391,0,0,480,1118,1025,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280560,Porto da Folha,28693,477,1002,1660,7935,3237,7171,3090,477,0,260,501,1057,1640,2,408,48,11,1,6,167,781,507,0,0,0,16,16,2,698,5,0,0,568,0,401,0,260,494,1020,889,0,0,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280570,Propriá,29692,524,990,1914,9361,3343,8457,2772,1117,21,0,580,999,1761,0,14,156,21,2,20,51,1611,470,0,0,0,50,10,50,570,201,0,380,373,0,896,21,0,500,934,355,0,0,57,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280580,Riachão do Dantas,19809,386,781,1181,5527,2313,5283,2137,335,0,0,466,874,1197,0,231,25,4,2,6,142,1226,238,0,0,0,24,32,6,165,0,0,16,294,0,301,0,0,390,845,591,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280590,Riachuelo,10284,116,275,517,2789,1000,2356,925,232,0,0,133,253,510,0,171,17,7,0,2,6,292,176,0,0,0,40,4,0,147,0,0,238,128,0,203,0,0,124,241,337,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280600,Ribeirópolis,18773,438,892,1340,5756,2443,5672,2306,426,49,0,414,841,1247,0,0,37,15,1,0,152,1017,345,0,0,0,36,59,147,453,0,0,225,208,0,348,49,0,411,839,630,0,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280610,Rosário do Catete,11008,97,240,544,2624,984,2282,891,310,0,0,130,335,453,0,0,47,10,0,3,29,572,131,0,0,0,30,0,0,201,0,0,0,31,0,268,0,0,123,288,200,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280620,Salgado,20025,352,780,1250,5790,2277,5239,2100,301,0,0,411,841,1267,0,0,13,11,1,0,169,910,372,0,0,0,27,26,59,423,0,0,17,390,1,265,0,0,406,839,575,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280630,Santa Luzia do Itanhy,14121,156,374,758,5537,1016,4106,731,193,0,0,158,393,735,0,1898,11,11,1,1,72,389,193,0,0,0,5,0,0,46,0,0,0,0,0,150,0,0,128,292,139,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280650,Santa Rosa de Lima,3923,88,163,403,1310,547,1114,515,104,0,0,93,175,241,0,0,18,3,0,0,12,143,130,0,0,0,20,3,7,77,0,0,0,88,0,95,0,0,91,170,151,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280640,Santana do São Francisco,7844,111,218,472,1637,612,1558,580,126,0,0,137,259,363,0,0,7,3,1,2,52,360,106,0,0,0,14,10,0,106,0,0,0,12,0,97,0,0,110,236,128,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,2999,1654,2686,1404,179,0,0,236,421,790,0,0,27,10,0,0,0,614,177,0,0,0,17,30,0,185,0,0,0,0,0,169,0,0,230,392,582,0,0,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280670,São Cristóvão,91093,989,2400,5663,29322,7432,22239,6772,1533,27,0,1089,2218,5079,2,30,250,49,8,13,350,4983,1271,75,1863,0,101,254,46,1193,1189,0,0,616,0,1173,26,0,832,2152,2531,0,0,40,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280680,São Domingos,11207,218,488,817,3212,1347,2731,1259,198,0,0,192,480,764,0,0,19,15,1,0,169,340,218,0,0,0,24,24,86,196,4,0,0,1,0,152,0,0,191,476,419,0,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280690,São Francisco,3781,64,138,246,1007,419,784,410,105,0,0,62,114,247,0,0,11,1,0,1,19,157,62,0,0,0,0,4,1,0,0,0,0,0,0,75,0,0,47,114,162,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280700,São Miguel do Aleixo,3947,83,169,283,1263,599,1036,513,91,0,0,95,184,290,0,0,13,2,0,0,39,163,84,0,0,0,24,2,0,48,0,0,0,1,0,90,0,0,94,184,135,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280710,Simão Dias,40606,914,1749,2657,12563,5390,11539,4643,940,12,0,1141,1852,2629,0,254,91,25,4,12,154,974,683,0,0,0,75,80,132,1063,0,0,1245,173,0,769,12,0,910,1672,1227,0,0,38,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280720,Siriri,8970,154,316,533,2450,973,2023,913,171,0,0,162,305,477,0,168,10,1,0,2,63,278,170,0,0,0,26,3,11,112,0,0,1,63,0,135,0,0,157,298,313,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280730,Telha,3249,49,100,178,882,369,843,367,93,0,0,59,102,183,0,0,12,4,0,0,11,291,58,0,0,0,11,0,3,14,0,0,2,0,0,83,0,0,59,101,114,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280740,Tobias Barreto,52530,1046,2188,3513,16781,6538,13572,5892,1564,33,0,1316,2106,3176,0,0,105,36,3,9,204,2341,931,82,0,0,35,146,75,758,0,0,652,0,0,982,33,0,990,2069,1678,0,0,105,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280750,Tomar do Geru,13535,208,446,760,3309,1336,2322,1112,208,0,0,206,452,725,0,0,14,1,0,2,64,306,162,0,0,0,20,4,5,140,0,0,13,0,0,147,0,0,190,399,367,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280760,Umbaúba,25550,308,725,1482,6806,2238,5503,1926,468,0,0,372,724,1420,0,0,26,24,2,12,211,882,547,0,0,0,50,54,76,260,4,0,167,204,0,426,0,0,133,670,659,0,0,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
