codigo_municipio,municipio,populacao_total,populacao_grupo4_80mais,populacao_grupo5_7079,populacao_grupo6_6069,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose1_grupo1_saude,aplicadas_dose1_grupo2_institucionalizados,aplicadas_dose1_grupo3_indigenasaldeados,aplicadas_dose1_grupo4_80mais,aplicadas_dose1_grupo5_7079,aplicadas_dose1_grupo6_6069,aplicadas_dose1_grupo7_situacaoderua,aplicadas_dose1_grupo8_quilombolas,aplicadas_dose1_grupo9_seguranca,aplicadas_dose1_grupo14_deficiente,aplicadas_dose1_grupo15_comorbidade,aplicadas_dose1_grupo16_educacao,aplicadas_dose1_grupo17_sistemaprisional,aplicadas_dose1_grupo18_privadosliberdade,aplicadas_dose1_grupo19_transporteaereo,aplicadas_dose1_grupo20_limpezaurbana,aplicadas_dose1_grupo21_transportecoletivo,aplicadas_dose1_grupo22_caminhoneiros,aplicadas_dose1_grupo23_5559,aplicadas_dose1_grupo24_educacaosuperior,aplicadas_dose1_grupo25_zonaportuaria,aplicadas_dose1_grupo26_industriaiscivil,aplicadas_dose1_grupo27_5054,aplicadas_dose1_grupo28_4549,aplicadas_dose1_grupo29_4044,aplicadas_dose1_grupo30_gestantes,aplicadas_dose1_grupo31_puerperas,aplicadas_dose1_grupo32_3539,aplicadas_dose1_grupo33_3034,aplicadas_dose1_grupo34_lactante,aplicadas_dose1_grupo35_2529,aplicadas_dose2_grupo1_saude,aplicadas_dose2_grupo2_institucionalizados,aplicadas_dose2_grupo3_indigenasaldeados,aplicadas_dose2_grupo4_80mais,aplicadas_dose2_grupo5_7079,aplicadas_dose2_grupo6_6069,aplicadas_dose2_grupo7_situacaoderua,aplicadas_dose2_grupo8_quilombolas,aplicadas_dose2_grupo9_seguranca,aplicadas_dose2_grupo14_deficiente,aplicadas_dose2_grupo15_comorbidade,aplicadas_dose2_grupo16_educacao,aplicadas_dose2_grupo17_sistemaprisional,aplicadas_dose2_grupo18_privadosliberdade,aplicadas_dose2_grupo19_transporteaereo,aplicadas_dose2_grupo20_limpezaurbana,aplicadas_dose2_grupo21_transportecoletivo,aplicadas_dose2_grupo22_caminhoneiros,aplicadas_dose2_grupo23_5559,aplicadas_dose2_grupo24_educacaosuperior,aplicadas_dose2_grupo25_zonaportuaria,aplicadas_dose2_grupo26_industriaiscivil,aplicadas_dose2_grupo27_5054,aplicadas_dose2_grupo28_4549,aplicadas_dose2_grupo29_4044,aplicadas_dose2_grupo30_gestantes,aplicadas_dose2_grupo31_puerperas,aplicadas_dose2_grupo32_3539,aplicadas_dose2_grupo33_3034,aplicadas_dose2_grupo34_lactante,aplicadas_dose2_grupo35_2529,aplicadas_dose_unica_grupo1_saude,aplicadas_dose_unica_grupo2_institucionalizados,aplicadas_dose_unica_grupo3_indigenasaldeados,aplicadas_dose_unica_grupo4_80mais,aplicadas_dose_unica_grupo5_7079,aplicadas_dose_unica_grupo6_6069,aplicadas_dose_unica_grupo7_situacaoderua,aplicadas_dose_unica_grupo8_quilombolas,aplicadas_dose_unica_grupo9_seguranca,aplicadas_dose_unica_grupo14_deficiente,aplicadas_dose_unica_grupo15_comorbidade,aplicadas_dose_unica_grupo16_educacao,aplicadas_dose_unica_grupo17_sistemaprisional,aplicadas_dose_unica_grupo18_privadosliberdade,aplicadas_dose_unica_grupo19_transporteaereo,aplicadas_dose_unica_grupo20_limpezaurbana,aplicadas_dose_unica_grupo21_transportecoletivo,aplicadas_dose_unica_grupo22_caminhoneiros,aplicadas_dose_unica_grupo23_5559,aplicadas_dose_unica_grupo24_educacaosuperior,aplicadas_dose_unica_grupo25_zonaportuaria,aplicadas_dose_unica_grupo26_industriaiscivil,aplicadas_dose_unica_grupo27_5054,aplicadas_dose_unica_grupo28_4549,aplicadas_dose_unica_grupo29_4044,aplicadas_dose_unica_grupo30_gestantes,aplicadas_dose_unica_grupo31_puerperas,aplicadas_dose_unica_grupo32_3539,aplicadas_dose_unica_grupo33_3034,aplicadas_dose_unica_grupo34_lactante,aplicadas_dose_unica_grupo35_2529
280450,Nossa Senhora da Glória,37324,525,1255,2188,14699,5706,1000,13493,4379,962,1027,22,0,692,1381,1979,0,0,70,353,1449,633,18,229,0,71,6,181,956,134,0,701,1561,827,921,229,49,0,0,4,0,810,21,0,663,1403,1415,0,0,52,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,2,0,0,2,3,7,0,0,0,2,19,8,0,0,0,0,0,0,45,0,0,0,122,590,162,0,0,0,0,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,10929,4869,245,10470,2974,245,728,0,0,548,1069,1781,12,0,67,84,1672,502,0,0,0,172,15,163,644,0,0,367,733,760,689,101,32,330,0,1,0,531,0,0,519,961,838,0,0,38,0,17,0,0,0,0,0,0,3,5,0,0,3,16,30,7,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,11,0,0,5,12,54,167,0,0,5,0,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,2683,1311,60,2697,827,25,161,0,0,118,304,477,0,0,16,64,316,165,0,0,0,23,2,12,221,0,0,10,273,221,213,28,5,68,0,0,0,117,0,0,117,285,293,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,2,0,0,0,3,3,8,0,0,0,0,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,64122,23965,4100,59897,15823,4175,2793,36,0,1482,3884,8772,0,2,397,484,9620,2434,64,462,0,549,74,392,4513,0,0,1639,5570,6044,5014,348,93,4800,410,21,0,2090,36,0,1362,3603,7291,0,1,114,3,93,1,1,220,0,511,0,3,45,0,0,98,88,145,76,20,10,11,1,0,0,128,0,0,0,1,46,2,0,0,14,78,2,0,0,0,0,0,0,180,0,0,121,312,608,1786,0,0,896,1,0,0
280490,Pacatuba,14540,230,455,822,4983,2159,130,4697,1422,136,234,0,0,229,461,805,0,0,8,222,1082,275,0,1,0,16,0,9,216,0,0,54,315,283,270,76,24,108,0,9,0,181,0,0,226,437,543,0,0,8,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,8,3,0,0,0,0,0,0,8,0,0,0,11,51,51,0,0,0,0,0,0
280500,Pedra Mole,3285,65,121,245,1338,649,40,1268,486,42,91,0,0,68,146,220,0,0,9,47,303,60,0,0,0,7,1,1,63,0,0,2,76,81,57,15,2,12,2,5,0,54,0,0,68,143,186,0,0,7,0,11,0,0,0,0,0,0,0,3,0,0,0,6,8,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,6,8,0,0,0,0,0,0,0,0,0,1,1,8,11,0,0,0,0,0,0
280510,Pedrinhas,9665,156,335,604,3560,1663,90,3353,1181,91,196,0,0,232,399,549,0,0,22,37,414,155,0,0,0,12,23,15,174,0,0,23,291,292,262,31,4,219,0,3,0,132,0,0,181,385,332,0,0,9,2,11,1,0,0,0,0,1,0,15,0,0,24,22,39,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,3,0,1,5,0,0,8,4,12,35,0,0,17,0,0,0
280520,Pinhão,6627,134,336,524,2769,1426,65,2727,899,73,114,0,0,127,319,482,0,0,10,49,139,116,0,0,0,16,16,17,210,0,0,37,325,238,268,25,7,212,0,0,0,84,0,0,125,315,361,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,2,0,19,0,0,43,0,0,0
280530,Pirambu,9359,130,267,522,3934,1811,80,3579,1232,68,172,0,0,157,269,515,0,248,27,28,618,111,0,0,0,60,60,5,266,76,0,3,223,276,267,44,6,137,0,11,0,162,0,0,154,256,394,0,209,22,0,21,0,0,0,0,0,0,0,10,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,27,15,0,0,19,0,0,0
280540,Poço Redondo,35122,399,1056,1672,11294,4901,280,10558,3613,240,495,0,0,536,1113,1398,0,316,57,153,2288,418,0,0,0,23,19,100,573,0,0,5,583,750,920,238,33,513,27,0,0,378,0,0,475,1158,1395,0,170,13,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,4,0,0,0,0,0,0,0,8,0,0,0,11,26,56,0,0,122,8,0,0
280550,Poço Verde,23867,576,1241,1828,10839,5116,210,10075,3559,206,426,0,0,549,1121,1798,0,140,16,346,808,386,0,0,0,42,63,33,767,7,0,518,889,892,842,93,20,306,11,2,0,392,0,0,524,1125,1330,0,126,12,2,15,1,0,0,0,0,0,0,5,0,0,0,10,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,44,77,0,0,62,1,0,0
280560,Porto da Folha,28693,477,1002,1660,11120,5107,265,10687,4112,268,513,0,278,503,1061,1663,2,408,48,193,817,536,0,0,0,27,20,5,845,5,0,0,1025,1074,943,157,31,525,2,6,0,405,0,276,496,1034,1284,0,397,16,5,28,0,0,0,0,0,0,0,10,0,0,0,29,124,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,1,11,21,224,0,0,0,0,0,0
280570,Propriá,29692,524,990,1914,13138,5538,255,13726,3939,258,1176,21,0,583,1005,1795,0,14,158,68,1887,495,0,0,0,51,23,97,766,209,0,587,894,931,996,85,9,1057,570,8,241,1003,21,0,536,997,1147,0,0,68,0,16,2,0,0,0,0,0,0,13,0,0,7,13,29,86,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,0,4,1,0,0,0,0,0,0,7,0,0,0,4,13,25,0,0,199,0,0,0
280580,Riachão do Dantas,19809,386,781,1181,7758,3888,185,7229,2547,183,388,0,0,469,881,1213,0,256,25,3,1485,256,0,0,0,26,38,14,343,0,0,17,652,577,399,47,15,122,0,3,0,303,0,0,398,849,742,0,220,16,0,0,0,0,0,0,0,0,0,9,0,0,0,4,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,1,0,0,0,3,3,0,13,0,0,0,13,21,123,0,0,0,0,0,0
280590,Riachuelo,10284,116,275,517,4313,1795,100,4041,1227,100,270,0,0,133,255,526,0,174,17,8,341,177,0,0,0,41,7,5,242,0,0,557,290,286,321,18,9,270,87,7,0,222,0,0,127,243,457,0,130,13,0,7,0,0,0,0,0,0,0,1,0,0,5,2,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,5,14,29,0,0,42,1,0,0
280600,Ribeirópolis,18773,438,892,1340,8006,3518,200,7736,2897,197,447,48,0,414,843,1267,0,0,37,156,1047,364,0,0,0,37,71,196,559,0,0,240,568,656,495,50,11,229,0,1,0,362,48,0,411,842,1153,0,0,30,2,4,1,0,0,0,0,0,2,0,0,0,0,5,37,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,7,0,0,1,11,35,137,0,0,0,0,0,0
280610,Rosário do Catete,11008,97,240,544,5170,1719,105,4780,1052,111,324,0,0,131,340,464,0,0,49,38,633,135,0,0,0,95,2,1,302,0,0,745,176,341,348,41,13,364,238,0,0,275,0,0,123,289,301,0,0,5,0,11,0,0,0,0,0,0,0,2,0,0,0,1,40,3,0,0,2,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,5,10,24,0,0,53,13,0,0
280620,Salgado,20025,352,780,1250,8476,3302,200,7893,2381,190,333,0,0,412,842,1281,0,0,13,201,1003,405,0,0,0,29,30,62,629,0,0,198,789,781,631,56,24,173,0,1,0,266,0,0,406,841,729,0,0,7,3,8,0,0,0,0,0,0,0,19,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,0,5,146,0,0,0,0,0,0
280630,Santa Luzia do Itanhy,14121,156,374,758,6846,4746,120,6339,2425,100,195,0,0,187,393,764,0,1912,11,76,423,202,0,0,0,6,0,3,248,0,0,0,232,288,488,37,19,488,367,0,0,151,0,0,186,315,213,0,1543,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,3,3,0,0,4,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,7,10,0,0,23,35,0,0
280650,Santa Rosa de Lima,3923,88,163,403,1663,853,35,1712,630,35,131,0,0,93,175,243,0,0,18,13,174,133,0,0,0,27,4,23,109,0,0,2,117,119,162,17,2,92,57,1,0,95,0,0,91,171,203,0,0,8,0,7,0,0,0,0,1,0,0,4,0,0,0,5,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,11,12,0,0,6,0,0,0
280640,Santana do São Francisco,7844,111,218,472,2536,1106,85,2378,782,85,151,0,0,138,260,376,0,0,7,62,384,130,0,0,0,17,10,0,163,0,0,0,223,209,160,42,9,14,0,23,0,106,0,0,118,244,270,0,0,6,2,6,0,0,0,0,0,0,0,6,0,0,0,19,3,1,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,24,50,0,0,1,0,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,4413,2524,125,4400,1582,125,185,0,0,236,422,800,0,0,27,62,705,178,0,0,0,20,38,1,249,0,0,37,308,425,417,16,7,257,8,0,2,170,0,0,236,424,678,0,0,26,0,0,0,0,0,0,0,0,0,46,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,6,22,80,0,0,9,0,0,0
280670,São Cristóvão,91093,989,2400,5663,39968,12742,2385,37910,7947,2384,1606,27,0,1092,2240,5165,3,30,250,460,5458,1794,94,2684,0,109,411,152,1920,1623,0,644,2701,3048,2623,379,89,2978,313,17,0,1216,26,0,982,2187,3151,0,29,60,4,51,9,0,0,0,0,2,1,5,4,0,76,22,40,82,0,0,0,0,0,0,0,0,0,0,2,17,0,0,1,11,37,24,1,0,0,1,13,11,106,8,0,8,150,313,1130,0,0,551,0,0,0
280680,São Domingos,11207,218,488,817,4411,2152,110,3974,1574,107,223,0,0,192,480,771,0,0,19,179,371,227,0,0,0,24,25,114,260,4,0,1,256,416,263,30,15,104,0,0,0,154,0,0,191,476,731,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,7,89,0,0,0,0,0,0
280690,São Francisco,3781,64,138,246,1432,679,40,1295,445,40,112,0,0,63,115,245,0,0,12,37,195,106,0,0,0,2,7,2,94,0,0,0,99,106,70,22,7,0,0,1,0,78,0,0,59,116,176,0,0,12,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,3,0,0,0,6,9,1,0,0,0,0,0,0
280700,São Miguel do Aleixo,3947,83,169,283,1714,949,40,1648,543,49,114,0,0,103,193,284,0,0,14,53,180,89,0,0,0,23,4,5,112,0,0,0,120,135,121,23,0,64,11,0,0,87,0,0,101,191,146,0,0,8,0,6,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15,31,0,0,1,0,0,0
280710,Simão Dias,40606,914,1749,2657,18431,8075,1050,17260,5006,1060,1006,13,0,1149,1870,2671,0,275,91,203,1197,716,0,0,0,90,111,148,1320,0,0,1405,1345,1257,1257,167,43,869,10,47,0,776,12,0,1007,1698,1278,0,163,43,0,15,0,0,0,0,0,0,0,1,0,0,0,4,2,4,0,0,1,2,0,0,9,0,0,0,5,11,0,35,0,4,59,7,0,0,0,23,8,0,0,0,0,10,203,355,261,0,0,22,48,0,0
280720,Siriri,8970,154,316,533,3484,1758,75,3268,1122,75,202,0,0,162,306,491,0,169,10,70,293,189,0,0,0,30,5,34,224,0,0,138,269,255,241,38,6,129,0,7,0,145,0,0,157,298,371,0,101,10,3,2,2,0,0,0,0,0,2,9,0,0,4,7,6,0,3,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,10,37,0,0,17,0,0,0
280730,Telha,3249,49,100,178,1294,609,45,1218,447,46,105,0,0,59,102,184,0,0,12,18,347,69,0,0,0,23,0,9,71,0,0,4,53,54,72,21,4,11,0,0,0,86,0,0,59,101,166,0,0,6,0,15,0,0,0,0,0,0,1,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,4,19,16,0,0,0,0,0,0
280740,Tobias Barreto,52530,1046,2188,3513,23414,9378,1160,23661,7012,1187,1668,35,0,1322,2114,3244,0,0,105,241,2568,982,82,476,0,43,157,101,1138,0,0,1090,1738,1366,1783,135,46,1923,1301,0,3,1005,33,0,1088,2093,2357,0,0,105,5,92,1,42,3,0,0,1,0,11,0,0,2,29,60,76,5,4,0,0,0,0,0,0,0,1,0,7,0,0,0,0,20,4,0,0,0,0,0,4,29,0,0,159,116,359,446,0,0,42,0,0,0
280750,Tomar do Geru,13535,208,446,760,4975,2236,135,4688,1338,139,214,0,0,208,455,748,0,0,14,83,319,200,0,0,0,26,10,19,368,0,0,22,510,472,487,50,6,359,115,3,0,155,0,0,223,417,443,0,0,12,0,1,0,0,0,0,0,0,0,3,0,0,0,12,34,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0
280760,Umbaúba,25550,308,725,1482,9723,3743,240,9062,2530,227,449,0,0,376,728,1463,0,0,26,219,934,580,0,0,0,52,59,107,553,6,0,184,643,716,924,64,32,688,259,0,0,427,0,0,340,675,1057,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,8,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,8,0,0,0,11,17,34,0,0,116,34,0,0
