codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose1_grupo7,aplicadas_dose1_grupo8,aplicadas_dose1_grupo9,aplicadas_dose1_grupo10,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6,aplicadas_dose2_grupo7,aplicadas_dose2_grupo8,aplicadas_dose2_grupo9,aplicadas_dose2_grupo10
280400,Maruim,17271,179,453,898,1371,981,1419,663,256,0,0,255,523,375,0,0,7,3,241,0,0,146,276,0,0,0,0,0
280410,Moita Bonita,11348,318,611,904,1585,1145,1399,554,130,0,0,320,588,361,0,0,0,0,127,0,0,314,113,0,0,0,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,1248,864,1223,571,184,0,0,212,378,446,0,0,3,0,151,0,0,201,219,0,0,0,0,0
280430,Muribeca,7639,120,263,500,751,451,819,256,99,0,0,124,278,304,0,0,13,1,97,0,0,53,106,0,0,0,0,0
280440,Neópolis,18703,361,698,1274,2116,1316,1908,683,382,0,0,341,648,525,0,0,10,2,338,0,0,117,228,0,0,0,0,0
280445,Nossa Senhora Aparecida,8809,170,416,645,1270,810,1280,459,138,0,0,217,446,382,0,90,3,4,130,0,0,213,116,0,0,0,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,3591,2581,3579,1525,790,20,0,685,1302,749,0,0,30,3,455,19,0,594,457,0,0,0,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,2899,2089,2591,1317,460,0,0,591,806,703,0,0,21,10,427,0,0,590,300,0,0,0,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,768,478,717,349,115,0,0,157,285,158,0,0,0,2,107,0,0,74,168,0,0,0,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,12945,8785,13137,5016,2195,36,0,1459,3719,5631,0,0,50,47,1062,36,0,1256,2662,0,0,0,0,0
280490,Pacatuba,14540,230,455,822,1259,739,1216,565,177,0,0,228,451,347,0,0,3,10,139,0,0,68,358,0,0,0,0,0
280500,Pedra Mole,3285,65,121,245,369,249,366,179,64,0,0,68,141,85,0,0,7,1,61,0,0,66,52,0,0,0,0,0
280510,Pedrinhas,9665,156,335,604,893,533,903,238,124,0,0,201,334,233,0,0,6,5,92,0,0,57,89,0,0,0,0,0
280520,Pinhão,6627,134,336,524,841,581,790,375,83,0,0,126,313,256,0,0,9,3,80,0,0,120,175,0,0,0,0,0
280530,Pirambu,9359,130,267,522,1146,686,1097,462,157,0,0,157,255,275,0,229,21,3,152,0,0,140,170,0,0,0,0,0
280540,Poço Redondo,35122,399,1056,1672,3376,2206,3236,1039,396,0,0,482,1089,1027,0,222,13,7,245,0,0,419,375,0,0,0,0,0
280550,Poço Verde,23867,576,1241,1828,3291,1891,3185,1002,370,0,0,540,1045,1085,0,131,9,5,335,0,0,153,514,0,0,0,0,0
280560,Porto da Folha,28693,477,1002,1660,3347,2227,3418,1831,401,0,260,497,1027,854,0,364,5,10,354,0,260,478,739,0,0,0,0,0
280570,Propriá,29692,524,990,1914,3159,2019,3164,1408,954,21,0,577,844,728,0,0,30,10,583,21,0,185,619,0,0,0,0,0
280580,Riachão do Dantas,19809,386,781,1181,2533,1413,2402,791,301,0,0,466,853,547,0,226,6,3,298,0,0,202,291,0,0,0,0,0
280590,Riachuelo,10284,116,275,517,1155,635,1106,407,203,0,0,133,249,346,0,160,11,4,197,0,0,67,143,0,0,0,0,0
280600,Ribeirópolis,18773,438,892,1340,2383,1763,2226,1058,366,48,0,441,824,517,0,0,20,10,285,48,0,397,328,0,0,0,0,0
280610,Rosário do Catete,11008,97,240,544,924,694,888,441,254,0,0,130,282,213,0,0,0,9,254,0,0,119,68,0,0,0,0,0
280620,Salgado,20025,352,780,1250,2117,1517,2111,1253,267,0,0,408,812,609,0,0,7,8,228,0,0,372,653,0,0,0,0,0
280630,Santa Luzia do Itanhy,14121,156,374,758,3876,656,2416,319,162,0,0,183,382,301,0,1385,0,3,140,0,0,57,122,0,0,0,0,0
280650,Santa Rosa de Lima,3923,88,163,239,592,352,621,252,102,0,0,136,251,124,0,0,5,3,91,0,0,50,111,0,0,0,0,0
280640,Santana do São Francisco,7844,111,218,375,513,323,505,229,95,0,0,93,175,133,0,0,6,3,94,0,0,26,109,0,0,0,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,1173,823,1378,380,165,0,0,233,411,566,0,0,3,0,152,0,0,209,19,0,0,0,0,0
280670,São Cristóvão,91093,989,2400,5663,7462,4402,6756,1457,1224,26,0,1057,2075,2302,0,30,40,2,608,25,0,324,500,0,0,0,0,0
280680,São Domingos,11207,218,488,817,1276,866,1294,777,156,0,0,191,475,458,0,0,2,12,120,0,0,191,466,0,0,0,0,0
280690,São Francisco,3781,64,138,246,409,239,311,112,71,0,0,61,69,110,0,0,0,0,61,0,0,17,34,0,0,0,0,0
280700,São Miguel do Aleixo,3947,83,169,283,499,369,522,255,90,0,0,93,182,147,0,0,8,2,89,0,0,93,73,0,0,0,0,0
280710,Simão Dias,40606,914,1749,2657,5050,2980,4531,1002,728,12,0,1109,1754,655,0,254,5,14,368,12,0,342,280,0,0,0,0,0
280720,Siriri,8970,154,316,533,1053,653,948,501,138,0,0,160,290,289,0,62,8,1,126,0,0,153,222,0,0,0,0,0
280730,Telha,3249,49,100,178,359,229,345,196,82,0,0,59,101,93,0,0,6,4,78,0,0,26,92,0,0,0,0,0
280740,Tobias Barreto,52530,1046,2188,3513,6038,3748,5983,2592,959,33,0,1292,2037,1572,0,0,62,28,557,33,0,415,1587,0,0,0,0,0
280750,Tomar do Geru,13535,208,446,760,1216,726,1188,356,165,0,0,203,426,386,0,0,8,0,127,0,0,112,117,0,0,0,0,0
280760,Umbaúba,25550,308,725,1482,2218,1408,2057,422,363,0,0,360,668,656,0,0,0,10,359,0,0,63,0,0,0,0,0,0
