codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose1_grupo7,aplicadas_dose1_grupo8,aplicadas_dose1_grupo9,aplicadas_dose1_grupo10,aplicadas_dose1_grupo11,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6,aplicadas_dose2_grupo7,aplicadas_dose2_grupo8,aplicadas_dose2_grupo9,aplicadas_dose2_grupo10,aplicadas_dose2_grupo11
280550,Poço Verde,23867,576,1241,1828,3711,2411,3330,1593,372,0,0,541,1071,1198,0,131,12,5,0,356,0,0,172,938,127,0,0,0,0,0
280560,Porto da Folha,28693,477,1002,1660,3827,2677,3718,2334,403,0,260,498,1040,1127,0,364,15,11,0,371,0,260,480,975,248,0,0,0,0,0
280570,Propriá,29692,524,990,1914,3749,2019,3402,1539,961,21,0,578,851,923,0,0,55,13,0,622,21,0,187,709,0,0,0,0,0,0
280580,Riachão do Dantas,19809,386,781,1181,2843,1733,2463,1250,300,0,0,466,857,593,0,226,17,4,0,298,0,0,210,697,45,0,0,0,0,0
280590,Riachuelo,10284,116,275,517,1315,765,1228,519,203,0,0,133,249,465,0,160,13,5,0,199,0,0,67,197,56,0,0,0,0,0
280600,Ribeirópolis,18773,438,892,1340,2723,2123,2743,1764,389,49,0,441,817,999,0,0,37,11,0,305,49,0,401,780,229,0,0,0,0,0
280610,Rosário do Catete,11008,97,240,544,1124,824,947,616,265,0,0,130,283,257,0,0,3,9,0,256,0,0,119,226,15,0,0,0,0,0
280620,Salgado,20025,352,780,1250,2427,1867,2139,1344,267,0,0,408,838,611,0,0,7,8,0,228,0,0,379,737,0,0,0,0,0,0
280630,Santa Luzia do Itanhy,14121,156,374,758,4066,856,2811,475,162,0,0,183,385,359,0,1714,0,8,0,142,0,0,65,225,43,0,0,0,0,0
280650,Santa Rosa de Lima,3923,88,163,239,692,452,566,281,102,0,0,93,175,187,0,0,6,3,0,94,0,0,27,160,0,0,0,0,0,0
280640,Santana do São Francisco,7844,111,218,375,573,393,519,281,95,0,0,93,175,147,0,0,6,3,0,94,0,0,27,160,0,0,0,0,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,1363,1023,1403,479,166,0,0,233,412,567,0,0,22,3,0,157,0,0,216,106,0,0,0,0,0,0
280670,São Cristóvão,91093,989,2400,5663,8992,5802,7266,2365,1224,27,0,1061,2130,2733,0,30,40,21,0,624,26,0,338,1367,10,0,0,0,0,0
280680,São Domingos,11207,218,488,817,1456,1106,1401,925,161,0,0,191,477,549,0,0,8,15,0,141,0,0,191,476,117,0,0,0,0,0
280690,São Francisco,3781,64,138,246,469,309,400,184,71,0,0,62,113,142,0,0,11,1,0,61,0,0,18,92,13,0,0,0,0,0
280700,São Miguel do Aleixo,3947,83,169,283,569,439,524,299,90,0,0,93,183,148,0,0,8,2,0,89,0,0,93,117,0,0,0,0,0,0
280710,Simão Dias,40606,914,1749,2657,5770,3700,4557,1685,741,12,0,1111,1754,655,0,254,15,15,0,375,12,0,396,902,0,0,0,0,0,0
280720,Siriri,8970,154,316,533,1263,803,1049,685,139,0,0,161,301,361,0,77,9,1,0,127,0,0,154,285,119,0,0,0,0,0
280730,Telha,3249,49,100,178,409,279,368,221,83,0,0,59,101,115,0,0,6,4,0,79,0,0,26,96,20,0,0,0,0,0
280740,Tobias Barreto,52530,1046,2188,3513,7028,4688,6440,3302,963,33,0,1292,2056,1960,0,0,106,30,0,576,33,0,433,1803,457,0,0,0,0,0
280750,Tomar do Geru,13535,208,446,760,1406,926,1203,439,165,0,0,203,426,398,0,0,11,0,0,128,0,0,114,179,18,0,0,0,0,0
280760,Umbaúba,25550,308,725,1482,2648,1748,2163,423,363,0,0,363,682,720,0,0,17,18,0,360,0,0,63,0,0,0,0,0,0,0
