codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,8826,3415,7179,2088,2125,36,0,1417,3156,445,1045,36,0,818,189,0
280490,Pacatuba,14540,230,455,822,889,309,793,162,150,0,0,222,418,3,120,0,0,42,0,0
280500,Pedra Mole,3285,65,121,245,249,149,248,114,60,0,0,66,117,5,51,0,0,63,0,0
280510,Pedrinhas,9665,156,335,604,633,213,441,115,105,0,0,181,155,0,83,0,0,32,0,0
280520,Pinhão,6627,134,336,524,581,281,506,194,80,0,0,125,289,12,73,0,0,105,16,0
280530,Pirambu,9359,130,267,522,590,360,505,248,154,0,0,153,198,0,149,0,0,99,0,0
280540,Poço Redondo,35122,399,1056,1672,2206,826,1669,600,384,0,0,461,824,0,245,0,0,345,10,0
280550,Poço Verde,23867,576,1241,1828,2261,731,1796,346,339,0,0,529,915,13,265,0,0,81,0,0
280560,Porto da Folha,28693,477,1002,1660,2227,1277,2081,1040,362,0,260,488,881,90,333,0,260,407,40,0
280570,Propriá,29692,524,990,1914,2359,729,2088,490,809,21,0,560,698,0,362,21,0,107,0,0
280580,Riachão do Dantas,19809,386,781,1181,1663,623,1494,420,300,0,0,454,740,0,296,0,0,102,22,0
280590,Riachuelo,10284,116,275,517,705,325,598,246,199,0,0,133,230,36,195,0,0,51,0,0
280600,Ribeirópolis,18773,438,892,1340,1763,933,1597,637,337,48,0,434,772,6,272,48,0,312,5,0
280610,Rosário do Catete,11008,97,240,544,694,404,648,267,240,0,0,129,263,16,214,0,0,53,0,0
280620,Salgado,20025,352,780,1250,1517,757,1430,489,251,0,0,402,757,20,220,0,0,228,41,0
280630,Santa Luzia do Itanhy,14121,156,374,758,756,286,648,148,151,0,0,171,309,17,120,0,0,27,1,0
280650,Santa Rosa de Lima,3923,88,163,239,422,182,393,153,93,0,0,134,166,0,74,0,0,41,38,0
280640,Santana do São Francisco,7844,111,218,375,383,153,351,130,95,0,0,92,163,1,89,0,0,22,19,0
280660,Santo Amaro das Brotas,12151,205,399,774,823,443,550,231,162,0,0,225,163,0,146,0,0,85,0,0
280670,São Cristóvão,91093,989,2400,5663,5052,1512,3555,712,1135,26,0,1034,1360,0,533,25,0,154,0,0
280680,São Domingos,11207,218,488,817,866,416,779,179,126,0,0,192,461,0,93,0,0,86,0,0
280690,São Francisco,3781,64,138,246,279,109,201,67,60,0,0,59,82,0,49,0,0,13,5,0
280700,São Miguel do Aleixo,3947,83,169,283,369,209,365,148,89,0,0,93,181,2,89,0,0,59,0,0
280710,Simão Dias,40606,914,1749,2657,3580,1050,3449,524,687,12,0,1098,1650,2,339,12,0,173,0,0
280720,Siriri,8970,154,316,533,653,323,570,282,126,0,0,157,272,15,111,0,0,148,23,0
280730,Telha,3249,49,100,178,259,129,237,85,81,0,0,59,97,0,71,0,0,14,0,0
280740,Tobias Barreto,52530,1046,2188,3513,4448,1308,4284,847,934,33,0,1268,1931,118,482,33,0,292,40,0
280750,Tomar do Geru,13535,208,446,760,866,316,564,158,154,0,0,188,222,0,114,0,0,44,0,0
280760,Umbaúba,25550,308,725,1482,1568,648,1428,414,363,0,0,357,608,100,351,0,0,63,0,0
