codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6
280570,Propriá,29692,524,990,1914,2359,729,2088,490,809,21,0,560,698,0,362,21,0,107,0,0
280580,Riachão do Dantas,19809,386,781,1181,1663,623,1159,372,300,0,0,452,407,0,296,0,0,75,1,0
280590,Riachuelo,10284,116,275,517,705,325,558,246,199,0,0,133,226,0,195,0,0,51,0,0
280600,Ribeirópolis,18773,438,892,1340,1763,933,1476,620,291,48,0,432,705,0,270,48,0,300,2,0
280610,Rosário do Catete,11008,97,240,544,694,404,626,259,240,0,0,129,257,0,210,0,0,49,0,0
280620,Salgado,20025,352,780,1250,1517,757,1475,401,240,0,0,489,746,0,220,0,0,165,16,0
280630,Santa Luzia do Itanhy,14121,156,374,758,756,286,643,142,151,0,0,170,306,16,118,0,0,24,0,0
280650,Santa Rosa de Lima,3923,88,163,239,422,182,393,153,93,0,0,134,166,0,74,0,0,41,38,0
280640,Santana do São Francisco,7844,111,218,375,383,153,291,99,94,0,0,92,105,0,86,0,0,13,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,823,443,550,231,162,0,0,225,163,0,146,0,0,85,0,0
280670,São Cristóvão,91093,989,2400,5663,5052,1512,3398,712,1135,26,0,1031,1206,0,533,25,0,154,0,0
280680,São Domingos,11207,218,488,817,866,416,779,179,126,0,0,192,461,0,93,0,0,86,0,0
280690,São Francisco,3781,64,138,246,279,109,201,67,60,0,0,59,82,0,49,0,0,13,5,0
280700,São Miguel do Aleixo,3947,83,169,283,369,209,310,143,89,0,0,93,128,0,86,0,0,57,0,0
280710,Simão Dias,40606,914,1749,2657,3580,1050,3390,516,677,12,0,1094,1607,0,332,12,0,172,0,0
280720,Siriri,8970,154,316,533,653,323,553,257,126,0,0,157,270,0,110,0,0,146,1,0
280730,Telha,3249,49,100,178,259,129,237,85,81,0,0,59,97,0,71,0,0,14,0,0
280740,Tobias Barreto,52530,1046,2188,3513,4448,1308,4085,777,930,33,0,1257,1865,0,475,33,0,256,13,0
280750,Tomar do Geru,13535,208,446,760,866,316,564,158,154,0,0,188,222,0,114,0,0,44,0,0
280760,Umbaúba,25550,308,725,1482,1568,648,1296,413,363,0,0,353,580,0,350,0,0,63,0,0
